t_rel,v_nav,w_nav,v_smoothed,w_smoothed,v_cmdvel,w_cmdvel,v_gated,w_gated,v_wheel,w_wheel,cm_action,cm_polygon,x,y,yaw,v_act,w_act,scan_min,arbiter_active
22.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
22.9,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
23.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
23.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
23.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,nav
23.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
23.9,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
24.9,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.2,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.4,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.7,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.8,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
25.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,PolygonStop,-3.6514,-0.0459,-3.109,0.0,0.0,0.3418,none
