t_rel,x,y,yaw,v_act,w_act,v_nav,w_nav,v_smoothed,v_cmdvel,v_wheel,cm_action,cm_polygon,scan_min,dwb_n,dwb_illegal,dwb_best_vx,dwb_best_total
6.8,-2.0916,1.5502,1.6703,0.2993,-0.077,0.2842,-0.0769,0.2842,0.2842,0.2842,0,,0.851,819,0,0.2842,36.6
6.9,-2.0916,1.5502,1.6703,0.2993,-0.077,0.2842,-0.0769,0.2842,0.2842,0.2842,0,,0.851,819,0,0.2842,36.6
7.0,-2.0921,1.5562,1.6688,0.2994,-0.0771,0.3,-0.0769,0.2842,0.2842,0.2842,0,,0.859,819,0,0.3,36.0
7.1,-2.0926,1.5621,1.6672,0.2994,-0.0771,0.3,0.0,0.3,0.3,0.3,0,,0.844,819,0,0.3,35.4
7.2,-2.0942,1.585,1.6613,0.2836,-0.0774,0.2842,-0.0256,0.3,0.3,0.3,0,,0.798,819,0,0.3,36.0
7.3,-2.0961,1.6144,1.6537,0.2994,-0.0778,0.3,-0.0256,0.3,0.3,0.3,0,,0.775,819,0,0.2842,36.6
7.4,-2.0978,1.6383,1.651,0.3,0.0,0.2842,-0.0256,0.3,0.3,0.3,0,,0.752,819,0,0.3,36.0
7.5,-2.1077,1.7846,1.6371,0.2995,-0.0786,0.2684,-0.0769,0.3,0.3,0.3,0,,0.731,819,0,0.3,36.0
7.6,-2.1088,1.8076,1.6315,0.2683,-0.078,0.3,-0.0256,0.2684,0.2684,0.2684,0,,0.709,819,0,0.3,36.0
7.7,-2.1088,1.8076,1.6315,0.2683,-0.078,0.3,-0.0256,0.2684,0.2684,0.2684,0,,0.709,819,0,0.3,36.0
7.8,-2.109,1.8129,1.6299,0.2681,-0.0789,0.3,-0.0769,0.3,0.3,0.2684,0,,0.691,819,0,0.3,35.6
7.9,-2.1091,1.8183,1.6284,0.268,-0.079,0.2842,-0.0256,0.3,0.3,0.3,0,,0.672,819,0,0.2842,34.8
8.0,-2.1128,1.9176,1.6132,0.2989,-0.0202,0.3,-0.0256,0.3,0.3,0.3,0,,0.636,819,0,0.3,34.8
8.1,-2.113,1.9236,1.6127,0.2999,-0.0266,0.2842,-0.0256,0.2842,0.2842,0.2842,0,,0.619,819,0,0.2842,35.4
8.2,-2.1132,1.9296,1.6121,0.2999,-0.0266,0.3,-0.0769,0.2842,0.2842,0.2842,0,,0.605,819,0,0.3,34.2
8.3,-2.1138,1.9473,1.6106,0.2849,-0.0219,0.3,0.0,0.2842,0.2842,0.2842,0,,0.591,819,0,0.3,33.0
8.4,-2.1139,1.953,1.6101,0.2841,-0.0266,0.2842,0.0,0.2842,0.2842,0.2842,0,,0.578,819,0,0.2842,33.0
8.5,-2.1149,2.017,1.5965,0.284,-0.0806,0.3,0.0769,0.2842,0.2842,0.2842,0,,0.569,819,0,0.3,30.8
8.6,-2.1156,2.0584,1.5929,0.3,0.0,0.3,0.0769,0.3,0.3,0.3,0,,0.558,819,0,0.2842,30.8
8.7,-2.1157,2.064,1.5929,0.2844,0.0,0.2842,0.0769,0.2842,0.2842,0.2842,0,,0.55,819,0,0.3,29.6
8.8,-2.1158,2.0697,1.5929,0.2842,0.0,0.3,0.1282,0.2842,0.2842,0.2842,0,,0.544,819,0,0.2684,29.4
8.9,-2.1162,2.0869,1.5931,0.2902,0.008,0.2684,0.0256,0.2684,0.2684,0.2684,0,,0.538,819,0,0.2526,30.0
9.0,-2.1167,2.0989,1.5962,0.3002,0.0807,0.2526,0.0,0.2684,0.2684,0.2684,0,,0.534,819,0,0.2684,31.0
9.1,-2.1182,2.1281,1.6041,0.2844,0.0803,0.2684,0.2308,0.2526,0.2526,0.2526,0,,0.531,819,0,0.2526,31.0
9.2,-2.1202,2.1572,1.614,0.3005,0.133,0.2526,0.2308,0.2526,0.2526,0.2526,0,,0.53,819,0,0.2368,31.0
9.3,-2.1223,2.1857,1.6228,0.2685,0.0264,0.2368,0.2308,0.2684,0.2684,0.2684,0,,0.528,819,0,0.2211,32.2
9.4,-2.127,2.2534,1.6432,0.2636,0.2254,0.3,0.1282,0.2211,0.2211,0.2211,0,,0.526,819,0,0.3,31.8
9.5,-2.142,2.3406,1.7101,0.2956,0.0901,0.3,0.2308,0.3,0.3,0.3,0,,0.524,819,0,0.3,31.8
9.6,-2.1452,2.3584,1.7196,0.3016,0.2101,0.3,0.2308,0.3,0.3,0.3,0,,0.52,819,0,0.3,31.2
9.7,-2.1464,2.3643,1.7241,0.3022,0.2241,0.2842,0.1795,0.2842,0.2842,0.2842,0,,0.516,819,0,0.2842,31.2
9.8,-2.1477,2.3702,1.7285,0.3025,0.2235,0.2684,0.1795,0.2842,0.2842,0.2842,0,,0.512,819,0,0.2684,31.2
9.9,-2.149,2.3762,1.733,0.3028,0.2229,0.2368,0.1795,0.2684,0.2684,0.2684,0,,0.507,819,0,0.2368,31.2
10.0,-2.1503,2.382,1.7372,0.2976,0.2121,0.1105,0.1282,0.2684,0.2684,0.2684,0,,0.503,819,0,0.1105,32.2
10.1,-2.154,2.3988,1.7476,0.2866,0.1718,0.0316,-0.0769,0.2368,0.2368,0.2368,0,,0.5,819,0,0.0316,32.8
10.2,-2.1591,2.4204,1.7612,0.2709,0.1705,0.0316,0.0256,0.2368,0.2368,0.2368,0,,0.499,819,0,0.0316,32.8
10.3,-2.1666,2.45,1.7812,0.2395,0.1685,0.0947,0.0769,0.1118,0.1118,0.1118,0,,0.499,819,400,0.0947,32.8
10.4,-2.1707,2.4658,1.7913,0.1546,0.0863,0.0316,-0.2308,0.1105,0.1105,0.1105,0,,0.497,819,0,0.0316,34.2
10.5,-2.1729,2.4742,1.7972,0.0323,-0.04,0.0158,0.3846,0.0316,0.0316,0.0316,0,,0.495,819,0,0.0158,34.0
10.6,-2.1734,2.4772,1.794,0.032,0.0239,0.0158,0.4359,0.0316,0.0316,0.0316,0,,0.495,819,400,0.0158,34.0
10.7,-2.1764,2.4878,1.8009,0.0864,0.0524,0.0158,0.4359,0.0947,0.0947,0.0947,0,,0.496,819,400,0.0158,34.0
10.8,-2.1767,2.4893,1.7989,0.0319,-0.0897,0.0158,0.3846,0.0316,0.0316,0.0316,0,,0.498,819,400,0.0158,34.0
10.9,-2.1766,2.4917,1.7844,0.015,-0.0486,0.0158,0.3846,0.0316,0.0316,0.0316,0,,0.499,819,400,0.0158,34.0
11.0,-2.187,2.4983,1.923,0.0226,0.3327,0.0158,0.3333,0.0158,0.0158,0.0158,0,,0.5,819,400,0.0158,34.0
11.1,-2.1875,2.4986,1.9297,0.0226,0.3314,0.0158,0.3333,0.0158,0.0158,0.0158,0,,0.502,819,400,0.0158,34.0
11.2,-2.1885,2.4992,1.9429,0.0226,0.3289,0.0,0.2308,0.0158,0.0158,0.0158,0,,0.503,819,400,0.0,34.0
11.3,-2.189,2.4995,1.9494,0.0225,0.3276,0.0,0.1795,0.0158,0.0158,0.0158,0,,0.505,819,0,0.0,34.0
11.4,-2.1895,2.4998,1.9556,0.0222,0.31,0.0,0.1795,0.0,0.0158,0.0158,0,,0.506,819,0,0.0,34.0
11.5,-2.1895,2.4998,1.9556,0.0222,0.31,0.0,0.1795,0.0,0.0158,0.0158,0,,0.506,819,0,0.0,34.0
11.6,-2.192,2.5016,1.9892,0.0214,0.2772,0.0,0.1795,0.0,0.0,0.0,0,,0.507,819,2,0.0,34.0
11.7,-2.1936,2.5026,2.0148,0.0039,0.1982,0.0,0.1795,0.0,0.0,0.0,0,,0.509,819,3,0.0,34.0
11.8,-2.1944,2.5026,2.0324,0.0028,0.1453,0.0,0.1282,0.0,0.0,0.0,0,,0.51,819,4,0.0,34.0
11.9,-2.1961,2.5026,2.0754,0.0024,0.1416,0.0,0.1282,0.0,0.0,0.0,0,,0.512,819,6,0.0,34.0
12.0,-2.1972,2.5026,2.1083,0.0015,0.0991,0.0,0.1282,0.0,0.0,0.0,0,,0.513,819,8,0.0,34.0
12.1,-2.1972,2.5026,2.1103,0.0015,0.0989,0.0,0.1282,0.0,0.0,0.0,0,,0.514,819,8,0.0,34.0
12.2,-2.1973,2.5026,2.1123,0.0015,0.0988,0.0,0.1282,0.0,0.0,0.0,0,,0.515,819,10,0.0,34.0
12.3,-2.1974,2.5026,2.1143,0.0014,0.0987,0.0,0.0769,0.0,0.0,0.0,0,,0.516,819,10,0.0,34.0
12.4,-2.1974,2.5026,2.1162,0.0014,0.0986,0.0,0.0769,0.0,0.0,0.0,0,,0.517,819,13,0.0,34.0
12.5,-2.1975,2.5026,2.1202,0.0014,0.0983,0.0,0.0769,0.0,0.0,0.0,0,,0.518,819,14,0.0,34.0
12.6,-2.1979,2.5026,2.1339,0.0013,0.0975,0.0,0.4359,0.0,0.0,0.0,0,,0.518,819,14,0.0,34.6
12.7,-2.1981,2.5026,2.1436,0.0012,0.0969,0.0,0.4359,0.0,0.0,0.0,0,,0.519,819,15,0.0,34.6
12.8,-2.1982,2.5026,2.1498,0.0007,0.0579,0.0,0.3846,0.0,0.0,0.0,0,,0.522,819,22,0.0,34.6
12.9,-2.1984,2.5026,2.1568,0.0006,0.0576,0.0,0.3846,0.0,0.0,0.0,2,PolygonSlow,0.526,819,26,0.0,34.6
13.0,-2.1985,2.5026,2.1627,0.0001,0.0678,0.0,0.3846,0.0,0.0,0.0,2,PolygonSlow,0.527,819,28,0.0,34.6
13.1,-2.1985,2.5024,2.1728,-0.0044,0.218,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.528,819,29,0.0,34.6
13.2,-2.1985,2.5018,2.2066,-0.0032,0.2929,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.529,819,30,0.0,34.6
13.3,-2.1986,2.5017,2.2245,-0.0001,0.0808,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.53,819,33,0.0,34.6
13.4,-2.1986,2.5016,2.2324,-0.0003,0.08,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.531,819,35,0.0,34.6
13.5,-2.1986,2.5016,2.2405,-0.0001,0.0807,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.532,819,36,0.0,34.6
13.6,-2.1986,2.5016,2.2476,-0.0,0.0705,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.533,819,36,0.0,34.6
13.7,-2.1986,2.5016,2.2533,-0.0001,0.0709,0.0,0.3333,0.0,0.0,0.0,2,PolygonSlow,0.534,819,27,0.0,34.6
13.8,-2.1986,2.5016,2.2604,-0.0002,0.0715,0.0,0.2821,0.0,0.0,0.0,2,PolygonSlow,0.535,819,29,0.0,34.6
13.9,-2.1986,2.5015,2.2676,-0.0003,0.072,0.0,0.2821,0.0,0.0,0.0,2,PolygonSlow,0.536,819,30,0.0,34.6
14.0,-2.1986,2.5015,2.2734,-0.0004,0.0725,0.0,0.2821,0.0,0.0,0.0,2,PolygonSlow,0.536,819,32,0.0,34.6
14.1,-2.1986,2.5014,2.2807,-0.0005,0.073,0.0158,0.8974,0.0,0.0,0.0,2,PolygonSlow,0.537,819,33,0.0158,35.4
14.2,-2.1986,2.5013,2.2908,-0.0006,0.0681,0.0158,0.8974,0.0,0.0,0.0,2,PolygonSlow,0.538,819,36,0.0158,35.4
14.3,-2.1986,2.5013,2.2958,-0.0006,0.0627,0.0158,0.9487,0.0,0.0,0.0,2,PolygonSlow,0.539,819,39,0.0158,35.4
14.4,-2.1986,2.5012,2.3034,-0.0007,0.0632,0.0158,1.0,0.0,0.0,0.0,2,PolygonSlow,0.54,819,43,0.0158,35.4
14.5,-2.1997,2.5021,2.3859,-0.0001,0.1932,0.0,0.2308,0.0,0.0,0.0,2,PolygonSlow,0.546,819,43,0.0158,35.4
14.6,-2.1997,2.5021,2.3897,-0.0006,0.1924,0.0,0.2308,0.0,0.0,0.0,2,PolygonSlow,0.546,819,46,0.0,35.8
14.7,-2.1997,2.5021,2.3932,-0.0011,0.1765,0.0,0.2308,0.0,0.0,0.0,2,PolygonSlow,0.548,819,50,0.0,35.8
14.8,-2.1997,2.5021,2.3963,-0.0012,0.1547,0.0,0.2308,0.0,0.0,0.0,2,PolygonSlow,0.55,819,54,0.0,35.8
14.9,-2.1996,2.5021,2.4015,-0.001,0.1177,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.552,819,56,0.0,35.8
15.0,-2.1996,2.5021,2.4038,-0.0011,0.1174,0.0158,1.0,0.0,0.0,0.0,2,PolygonSlow,0.552,819,57,0.0158,35.2
15.1,-2.1995,2.5021,2.4109,-0.0006,0.0517,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.553,819,60,0.0,35.8
15.2,-2.1995,2.5021,2.4109,-0.0006,0.0517,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.553,819,60,0.0,35.8
15.3,-2.1994,2.5021,2.4194,-0.0004,0.0399,0.0,0.1795,0.0158,0.0,0.0,2,PolygonSlow,0.555,819,62,0.0,35.8
15.4,-2.1995,2.5024,2.443,-0.0002,0.0389,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.555,819,62,0.0,35.8
15.5,-2.1995,2.5024,2.4453,-0.0002,0.0388,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.555,819,62,0.0,35.8
15.6,-2.1995,2.5024,2.4461,-0.0002,0.0388,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.556,819,64,0.0,35.8
15.7,-2.1995,2.5024,2.4476,-0.0002,0.0387,0.0,0.1795,0.0,0.0,0.0,2,PolygonSlow,0.557,819,66,0.0,35.8
15.8,-2.1995,2.5024,2.4561,-0.0001,0.0384,0.0158,1.0,0.0158,0.0047,0.0047,2,PolygonSlow,0.557,819,66,0.0158,34.0
15.9,-2.1996,2.5025,2.4617,0.0047,0.0722,0.0158,1.0,0.0158,0.0047,0.0047,2,PolygonSlow,0.557,819,67,0.0,34.6
16.0,-2.1998,2.5027,2.4747,0.0001,0.0269,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.559,819,67,0.0,34.6
16.1,-2.1998,2.5027,2.4774,0.0001,0.0268,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.559,819,69,0.0,34.6
16.2,-2.1999,2.5027,2.4801,0.0001,0.0267,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.56,819,72,0.0,34.6
16.3,-2.1999,2.5027,2.4827,0.0001,0.0266,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.56,819,73,0.0,34.6
16.4,-2.1999,2.5027,2.4827,0.0001,0.0266,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.56,819,73,0.0,34.6
16.5,-2.1999,2.5027,2.4881,0.0001,0.0265,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.561,819,72,0.0,34.6
16.6,-2.1999,2.5027,2.4907,0.0002,0.0264,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.561,819,72,0.0,34.6
16.7,-2.1999,2.5027,2.4928,0.0002,0.0263,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.561,819,72,0.0,34.6
16.8,-2.2,2.5027,2.496,0.0002,0.0262,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.562,819,73,0.0,34.6
16.9,-2.2,2.5027,2.4965,0.0002,0.0262,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.562,819,75,0.0,34.6
17.0,-2.2,2.5027,2.4986,0.0002,0.0262,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.562,819,76,0.0,34.6
17.1,-2.2,2.5027,2.5038,0.0002,0.026,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.563,819,76,0.0,34.6
17.2,-2.2,2.5027,2.5038,0.0002,0.026,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.563,819,79,0.0,34.6
17.3,-2.2,2.5027,2.5043,0.0002,0.026,0.0,0.1282,0.0,0.0,0.0,0,,0.563,819,81,0.0,34.6
17.4,-2.2001,2.5027,2.5048,0.0003,0.026,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.564,819,83,0.0,34.6
17.5,-2.2001,2.5027,2.5054,0.0003,0.026,0.0,0.0769,0.0,0.0,0.0,0,,0.564,819,84,0.0,34.6
17.6,-2.2001,2.5027,2.5062,0.0004,0.0449,0.0,0.0769,0.0,0.0,0.0,2,PolygonSlow,0.565,819,86,0.0,34.6
17.7,-2.2002,2.5027,2.5131,0.001,0.0858,0.0,0.0769,0.0,0.0,0.0,0,,0.565,819,59,0.0,34.6
17.8,-2.2003,2.5025,2.5369,-0.0005,0.0569,0.0,0.0769,0.0,0.0,0.0,0,,0.567,819,63,0.0,34.6
17.9,-2.2003,2.5025,2.538,-0.0005,0.0569,0.0,0.0769,0.0,0.0,0.0,0,,0.567,819,63,0.0,34.6
18.0,-2.2003,2.5024,2.5391,-0.0005,0.057,0.0,0.0769,0.0,0.0,0.0,0,,0.568,819,65,0.0,34.6
18.1,-2.2003,2.5024,2.5414,-0.0005,0.0571,0.0,0.0769,0.0,0.0,0.0,0,,0.569,819,83,0.0,34.6
18.2,-2.2003,2.5024,2.5426,-0.0005,0.0571,0.0,0.0769,0.0,0.0,0.0,0,,0.57,819,87,0.0,34.6
18.3,-2.2003,2.5024,2.5426,-0.0005,0.0571,0.0,0.0769,0.0,0.0,0.0,0,,0.57,819,87,0.0,34.6
18.4,-2.2003,2.5023,2.546,-0.0006,0.0572,0.0,0.0769,0.0,0.0,0.0,0,,0.57,819,69,0.0,34.6
18.5,-2.2003,2.5022,2.5506,-0.0006,0.0574,0.0,0.0769,0.0,0.0,0.0,0,,0.571,819,72,0.0,34.6
18.6,-2.2003,2.5021,2.5575,-0.0006,0.0577,0.0,0.0769,0.0,0.0,0.0,0,,0.572,819,72,0.0,34.6
18.7,-2.2003,2.502,2.5644,-0.0007,0.0579,0.0,0.0256,0.0,0.0,0.0,0,,0.573,819,74,0.0,34.6
18.8,-2.2003,2.5019,2.5691,-0.0007,0.0581,0.0,0.0256,0.0,0.0,0.0,0,,0.573,819,77,0.0,34.6
18.9,-2.2003,2.5018,2.5737,-0.0007,0.0583,0.0,0.0256,0.0,0.0,0.0,0,,0.573,819,77,0.0,34.6
19.0,-2.2003,2.5015,2.5828,-0.0003,0.0195,0.0,0.0256,0.0,0.0,0.0,0,,0.574,819,75,0.0,34.6
19.1,-2.2003,2.5015,2.5828,-0.0003,0.0195,0.0,0.0256,0.0,0.0,0.0,0,,0.574,819,75,0.0,34.6
19.2,-2.2003,2.5015,2.5847,-0.0003,0.0196,0.0,0.0256,0.0,0.0,0.0,0,,0.574,819,76,0.0,34.6
19.3,-2.2003,2.5014,2.5886,-0.0003,0.0196,0.0,0.0256,0.0,0.0,0.0,0,,0.575,819,77,0.0,34.6
19.4,-2.2003,2.5014,2.5886,-0.0003,0.0196,0.0,0.0256,0.0,0.0,0.0,0,,0.575,819,77,0.0,34.6
19.5,-2.2003,2.5013,2.591,-0.0003,0.0196,0.0,0.0256,0.0,0.0,0.0,0,,0.575,819,78,0.0,34.6
19.6,-2.2003,2.5012,2.5937,-0.0003,0.0197,0.0,0.0256,0.0,0.0,0.0,0,,0.575,819,79,0.0,34.6
19.7,-2.2003,2.5012,2.5949,-0.0003,0.0197,0.0,0.0256,0.0,0.0,0.0,0,,0.575,819,81,0.0,36.2
19.8,-2.2003,2.5012,2.5969,-0.0003,0.0197,0.0,0.0256,0.0,0.0,0.0,0,,0.576,819,81,0.0,36.2
19.9,-2.2003,2.5011,2.5985,-0.0003,0.0197,0.0,0.0256,0.0,0.0,0.0,0,,0.576,819,83,0.0,36.2
20.0,-2.2003,2.501,2.6024,-0.0003,0.0198,0.0,1.0,0.0,0.0,0.0,0,,0.576,819,84,0.0,36.0
20.1,-2.2003,2.5009,2.6052,-0.0003,0.0198,0.0,1.0,0.0,0.0,0.0,4,PolygonLimit,0.578,819,87,0.0,36.0
20.2,-2.2003,2.5008,2.6076,-0.0003,0.0198,0.0,0.9487,0.0,0.0,0.0,4,PolygonLimit,0.582,819,93,0.0,36.0
20.3,-2.2003,2.5008,2.608,-0.0003,0.0198,0.0,0.9487,0.0,0.0,0.0,4,PolygonLimit,0.587,819,97,0.0,36.0
20.4,-2.2008,2.4964,2.7573,-0.0087,0.4224,0.0,0.0,0.0,0.0,0.0,4,PolygonLimit,0.592,819,97,0.0,36.0
20.5,-2.2008,2.4939,2.8002,-0.0088,0.4331,0.0,0.0,0.0,0.0,0.0,4,PolygonLimit,0.597,819,97,0.0,36.0
20.6,-2.2008,2.4939,2.8002,-0.0088,0.4331,0.0158,0.9487,0.0,0.0,0.0,4,PolygonLimit,0.597,819,112,0.0158,36.4
20.7,-2.2008,2.4934,2.8089,-0.0088,0.4353,0.0158,0.5385,0.0158,0.01,0.01,4,PolygonLimit,0.603,819,115,0.0158,36.4
20.8,-2.2009,2.4929,2.8177,-0.0051,0.4391,0.0158,0.8974,0.0158,0.0126,0.0126,4,PolygonLimit,0.607,819,127,0.0158,36.4
20.9,-2.201,2.4924,2.8265,0.0013,0.4398,0.0158,0.8462,0.0158,0.0147,0.0147,4,PolygonLimit,0.611,819,134,0.0158,36.4
21.0,-2.2012,2.4919,2.8353,0.0013,0.4421,0.0158,0.8462,0.0158,0.0113,0.0113,4,PolygonLimit,0.616,819,139,0.0158,36.4
21.1,-2.2025,2.4892,2.8802,0.0063,0.4538,0.0158,0.7949,0.0158,0.0092,0.0092,4,PolygonLimit,0.62,819,147,0.0,36.2
21.2,-2.2034,2.4868,2.917,0.0025,0.4634,0.0,-0.3333,0.0158,0.0093,0.0093,0,,0.625,819,469,0.0,36.2
21.3,-2.2045,2.4826,2.9737,0.0028,0.4792,0.0,-0.3846,0.0158,0.0093,0.0093,0,,0.63,819,478,0.0,36.2
21.4,-2.2065,2.4674,-3.1342,-0.0001,-0.1941,0.0,-0.4359,0.0,0.0,0.0,0,,0.635,819,478,0.0,36.2
21.5,-2.2065,2.4677,-3.1398,-0.0,-0.2777,0.0,-0.4359,0.0,0.0,0.0,0,,0.635,819,482,0.0,36.2
21.6,-2.2065,2.468,3.1361,0.0001,-0.3633,0.0,-0.3846,0.0,0.0,0.0,0,,0.633,819,152,0.0,36.2
21.7,-2.2065,2.4683,3.1273,0.0002,-0.4425,0.0,-0.3333,0.0,0.0,0.0,0,,0.629,819,150,0.0,36.2
21.8,-2.2065,2.4688,3.1181,0.0004,-0.4589,0.0,-0.3333,0.0,0.0,0.0,0,,0.624,819,147,0.0,36.2
21.9,-2.2065,2.4693,3.1099,0.0007,-0.4098,0.0,-0.2821,0.0,0.0,0.0,0,,0.621,819,143,0.0,36.2
22.0,-2.2065,2.4718,3.0781,0.0021,-0.3948,0.0,-0.2821,0.0,0.0,0.0,0,,0.617,819,139,0.0,36.2
22.1,-2.2065,2.4745,3.0469,0.003,-0.3873,0.0,-0.2821,0.0,0.0,0.0,0,,0.614,819,138,0.0,36.2
22.2,-2.2065,2.4768,3.0197,0.0033,-0.3301,0.0,-0.2308,0.0,0.0,0.0,0,,0.611,819,136,0.0,36.2
22.3,-2.2065,2.4794,2.987,0.004,-0.3237,0.0,-0.2308,0.0,0.0,0.0,0,,0.608,819,131,0.0,36.2
22.4,-2.2065,2.4821,2.953,0.0039,-0.2683,0.0,-0.2308,0.0,0.0,0.0,0,,0.605,819,128,0.0,36.2
22.5,-2.2065,2.4846,2.9211,0.0043,-0.2634,0.0,-0.1795,0.0,0.0,0.0,0,,0.602,819,129,0.0,36.2
22.6,-2.2065,2.4865,2.8953,0.0043,-0.2453,0.0,-0.1795,0.0,0.0,0.0,0,,0.6,819,126,0.0,36.2
22.7,-2.2065,2.4877,2.8784,0.0038,-0.2101,0.0,-0.1795,0.0,0.0,0.0,0,,0.598,819,123,0.0,36.2
22.8,-2.2065,2.4894,2.8534,0.004,-0.2071,0.0,-0.7949,0.0,0.0,0.0,0,,0.596,819,121,0.0,36.0
22.9,-2.2065,2.4909,2.83,0.0031,-0.1588,0.0,-0.7949,0.0,0.0,0.0,4,PolygonLimit,0.594,819,118,0.0,36.0
23.0,-2.2065,2.4917,2.8174,0.0032,-0.1577,0.0,-0.7436,0.0,0.0,0.0,4,PolygonLimit,0.591,819,111,0.0,36.0
23.1,-2.2065,2.4925,2.8048,0.0032,-0.1565,0.0,-0.6923,0.0,0.0,0.0,4,PolygonLimit,0.586,819,108,0.0,36.0
23.2,-2.2065,2.4934,2.7893,0.0032,-0.1551,0.0,-0.6923,0.0,0.0,0.0,4,PolygonLimit,0.581,819,98,0.0,36.0
23.3,-2.2065,2.4947,2.7644,0.006,-0.3366,0.0,-0.641,0.0,0.0,0.0,4,PolygonLimit,0.576,819,93,0.0,36.0
23.4,-2.2065,2.4965,2.7311,0.0085,-0.4182,0.0,-0.5897,0.0,0.0,0.0,2,PolygonSlow,0.57,819,82,0.0,37.2
23.5,-2.2065,2.4984,2.6899,0.008,-0.408,0.0,-0.5897,0.0,0.0,0.0,2,PolygonSlow,0.565,819,75,0.0,37.2
23.6,-2.2065,2.5007,2.6339,0.0068,-0.3944,0.0,-0.5385,0.0,0.0,0.0,2,PolygonSlow,0.563,819,71,0.0,37.2
23.7,-2.2065,2.5017,2.6027,0.0059,-0.3868,0.0,-0.5385,0.0,0.0,0.0,2,PolygonSlow,0.561,819,67,0.0,37.2
23.8,-2.2064,2.5034,2.5088,-0.0012,-0.1086,0.0,-0.5385,0.0,0.0,0.0,2,PolygonSlow,0.558,819,67,0.0,37.2
23.9,-2.2063,2.5034,2.5067,-0.0012,-0.1087,0.0,-0.5385,0.0,0.0,0.0,2,PolygonSlow,0.557,819,62,0.0,37.2
24.0,-2.2063,2.5034,2.5045,-0.0011,-0.109,0.0,-0.4872,0.0,0.0,0.0,2,PolygonSlow,0.555,819,59,0.0,37.2
24.1,-2.2063,2.5034,2.5023,-0.001,-0.1092,0.0,-0.4872,0.0,0.0,0.0,2,PolygonSlow,0.554,819,55,0.0,37.2
24.2,-2.2061,2.5034,2.4668,-0.0001,-0.1028,0.0,-0.4872,0.0,0.0,0.0,2,PolygonSlow,0.553,819,66,0.0,37.2
24.3,-2.2061,2.5034,2.4668,-0.0001,-0.1028,0.0,-0.4872,0.0,0.0,0.0,2,PolygonSlow,0.553,819,66,0.0,37.2
24.4,-2.2061,2.5034,2.4627,0.0,-0.1033,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.55,819,61,0.0,35.6
24.5,-2.2061,2.5034,2.4585,0.0001,-0.1037,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.549,819,460,0.0,35.6
24.6,-2.2061,2.5034,2.4565,0.0002,-0.1039,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.549,819,72,0.0,35.6
24.7,-2.2061,2.5034,2.4544,0.0002,-0.1042,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.549,819,71,0.0,35.6
24.8,-2.2061,2.5034,2.4451,0.0002,-0.0361,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.55,819,72,0.0,35.6
24.9,-2.2061,2.5034,2.446,-0.0001,0.0277,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.55,819,72,0.0,35.6
25.0,-2.2061,2.5034,2.4493,-0.0001,0.0276,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.55,819,72,0.0,35.6
25.1,-2.2061,2.5034,2.4499,-0.0001,0.0276,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.551,819,72,0.0,35.6
25.2,-2.2061,2.5034,2.4603,-0.0,0.0273,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.551,819,72,0.0,35.6
25.3,-2.2061,2.5034,2.4608,-0.0,0.0273,0.0,0.1282,0.0,0.0,0.0,2,PolygonSlow,0.551,819,72,0.0,35.6
