t_rel,x,y,yaw,v_act,w_act,v_nav,w_nav,v_smoothed,v_cmdvel,v_wheel,cm_action,cm_polygon,scan_min,dwb_n,dwb_illegal,dwb_best_vx,dwb_best_total
2.2,-1.8847,0.2276,1.3017,0.2727,0.8534,0.2842,0.6923,0.2842,0.2842,0.2842,,,0.91,819,0,0.2842,32.4
2.3,-1.8841,0.233,1.319,0.274,0.8635,0.2842,0.5897,0.2842,0.2842,0.2842,,,0.889,819,0,0.2842,31.2
2.4,-1.8829,0.2441,1.3539,0.2762,0.8701,0.3,0.5385,0.2842,0.2842,0.2842,,,0.873,819,0,0.3,31.2
2.5,-1.8817,0.3294,1.5374,0.2801,0.5136,0.2842,0.4872,0.2842,0.2842,0.2842,0,,0.853,819,0,0.3,31.2
2.6,-1.8821,0.3351,1.5476,0.2834,0.5095,0.3,0.5385,0.2842,0.2842,0.2842,0,,0.853,819,0,0.3,32.0
2.7,-1.8826,0.3407,1.5578,0.2837,0.5128,0.3,0.3846,0.3,0.2842,0.2842,4,PolygonLimit,0.838,819,0,0.3,28.8
2.8,-1.8844,0.3577,1.5889,0.2821,0.5198,0.3,0.2821,0.3,0.3,0.3,0,,0.808,819,0,0.3,30.0
2.9,-1.9013,0.4508,1.7112,0.2868,0.2258,0.2842,0.2308,0.2842,0.2842,0.2842,0,,0.79,819,0,0.2842,29.0
3.0,-1.9075,0.4792,1.7339,0.2979,0.2393,0.3,0.2821,0.3,0.3,0.3,0,,0.778,819,0,0.3,28.8
3.1,-1.9075,0.4792,1.7339,0.2979,0.2393,0.3,0.1795,0.3,0.3,0.3,0,,0.778,819,0,0.3,28.4
3.2,-1.9103,0.491,1.7447,0.3037,0.2707,0.3,0.0769,0.3,0.3,0.3,0,,0.757,819,0,0.3,29.6
3.3,-1.9147,0.5087,1.7588,0.3026,0.1831,0.3,0.0256,0.3,0.3,0.3,0,,0.757,819,0,0.3,27.6
3.4,-1.9346,0.5968,1.7807,0.2996,-0.024,0.3,-0.0256,0.3,0.3,0.3,0,,0.739,819,0,0.3,27.6
3.5,-1.9346,0.5968,1.7807,0.2996,-0.024,0.3,-0.0256,0.3,0.3,0.3,0,,0.739,819,0,0.3,28.8
3.6,-1.937,0.6086,1.7798,0.2996,-0.0241,0.3,0.0256,0.2684,0.2684,0.2684,0,,0.727,819,0,0.3,29.4
3.7,-1.9383,0.6144,1.7793,0.2996,-0.0241,0.2842,0.0256,0.3,0.2684,0.2684,0,,0.723,819,0,0.2842,29.4
3.8,-1.9383,0.6144,1.7793,0.2996,-0.0241,0.2842,0.0256,0.3,0.2684,0.2684,0,,0.723,819,0,0.2842,29.4
3.9,-1.9394,0.6201,1.779,0.2904,-0.012,0.3,-0.0256,0.3,0.3,0.3,0,,0.718,819,0,0.3,30.0
4.0,-1.9417,0.6306,1.779,0.2684,0.0,0.2842,-0.0256,0.2842,0.3,0.3,0,,0.716,819,0,0.2842,28.8
4.1,-1.9488,0.6641,1.7804,0.3004,0.0241,0.3,0.0,0.2842,0.2842,0.2842,0,,0.715,819,0,0.3,31.4
4.2,-1.9563,0.698,1.7832,0.2846,0.024,0.3,-0.0256,0.3,0.2842,0.2842,0,,0.715,819,0,0.3,30.2
4.3,-1.9612,0.7212,1.7819,0.2996,-0.024,0.3,-0.0769,0.3,0.3,0.3,0,,0.716,819,0,0.3,30.6
4.4,-1.9659,0.7438,1.78,0.2838,-0.0241,0.2684,-0.0256,0.2842,0.3,0.3,0,,0.719,819,0,0.2684,30.0
4.5,-1.978,0.8018,1.7776,0.2996,-0.0241,0.3,-0.0256,0.3,0.2842,0.2842,0,,0.726,819,0,0.3,28.2
4.6,-1.9837,0.8312,1.7725,0.2989,-0.0725,0.2842,-0.0256,0.3,0.3,0.3,0,,0.732,819,0,0.2842,30.0
4.7,-1.989,0.8589,1.7682,0.2681,-0.0242,0.3,0.0256,0.3,0.3,0.3,0,,0.738,819,0,0.3,28.4
4.8,-1.9934,0.8814,1.7675,0.3,0.0,0.3,-0.0256,0.3,0.3,0.3,0,,0.743,819,0,0.3,29.4
4.9,-1.9992,0.9108,1.7663,0.2996,-0.0242,0.3,-0.0769,0.3,0.3,0.3,0,,0.749,819,0,0.3,28.2
5.0,-2.0057,0.9451,1.7634,0.2839,-0.0243,0.2842,-0.0256,0.3,0.3,0.3,0,,0.755,819,0,0.2842,31.2
5.1,-2.0114,0.974,1.7642,0.3004,0.0243,0.3,0.0,0.2684,0.3,0.3,0,,0.76,819,0,0.3,29.4
5.2,-2.0171,1.0035,1.7634,0.2996,-0.0243,0.2842,0.0,0.2684,0.2684,0.2684,0,,0.766,819,0,0.2842,31.4
5.3,-2.0171,1.0035,1.7634,0.2996,-0.0243,0.2842,0.0,0.2684,0.2684,0.2684,0,,0.766,819,0,0.2842,31.4
5.4,-2.0284,1.0669,1.7533,0.2839,-0.0244,0.3,-0.0769,0.2842,0.2842,0.2842,0,,0.776,819,0,0.3,29.4
5.5,-2.0316,1.0845,1.7531,0.3,0.0,0.3,-0.1282,0.2842,0.2842,0.2842,0,,0.782,819,0,0.3,31.4
5.6,-2.0369,1.1132,1.7531,0.2842,0.0,0.3,-0.0769,0.3,0.3,0.3,0,,0.787,819,0,0.3,29.4
5.7,-2.0471,1.1714,1.7472,0.299,-0.0735,0.3,-0.0769,0.2842,0.2842,0.2842,0,,0.792,819,0,0.3,31.8
5.8,-2.0566,1.2365,1.7276,0.2984,-0.124,0.2842,-0.1282,0.3,0.3,0.3,0,,0.797,819,0,0.2842,31.8
5.9,-2.0574,1.2424,1.7251,0.2985,-0.1241,0.3,0.0,0.3,0.3,0.3,0,,0.801,819,0,0.3,33.0
6.0,-2.0581,1.2483,1.723,0.2987,-0.1067,0.2842,0.0,0.3,0.3,0.3,0,,0.806,819,0,0.2842,32.4
6.1,-2.0674,1.3246,1.7006,0.283,-0.126,0.3,-0.0256,0.2842,0.2842,0.2842,0,,0.809,819,0,0.3,31.8
6.2,-2.0707,1.3538,1.6954,0.3,0.0,0.2842,-0.0256,0.3,0.3,0.3,0,,0.813,819,0,0.2842,34.2
6.3,-2.0714,1.3598,1.6954,0.3,0.0,0.3,-0.0769,0.2842,0.2842,0.2842,0,,0.817,819,0,0.3,34.8
6.4,-2.0729,1.3712,1.6954,0.2842,0.0,0.2684,-0.0769,0.3,0.3,0.3,0,,0.822,819,0,0.2684,36.0
6.5,-2.0764,1.3999,1.6948,0.2997,-0.0253,0.3,-0.0256,0.2684,0.2684,0.2684,0,,0.828,819,0,0.3,35.4
6.6,-2.0889,1.5204,1.6753,0.2998,-0.0256,0.3,-0.0769,0.3,0.3,0.3,0,,0.834,819,0,0.3,35.4
6.7,-2.0912,1.5442,1.6719,0.2995,-0.0769,0.3,-0.0769,0.3,0.3,0.3,0,,0.841,819,0,0.3,35.4
