t_rel,x,y,yaw,v_act,w_act,v_nav,w_nav,v_smoothed,v_cmdvel,v_wheel,cm_action,cm_polygon,scan_min,dwb_n,dwb_illegal,dwb_best_vx,dwb_best_total
2.3,-2.3711,0.1165,0.7596,0.2734,0.7616,0.3,0.5385,0.3,0.3,0.3,,,1.264,819,0,0.2684,30.2
2.4,-2.347,0.141,0.8503,0.2923,0.7448,0.2684,0.4872,0.3,0.3,0.3,,,1.242,819,0,0.2842,29.4
2.5,-2.3174,0.1778,0.9584,0.2904,0.662,0.3,0.3846,0.2842,0.2842,0.2842,,,1.22,819,0,0.3,27.8
2.6,-2.3107,0.1871,0.9846,0.2864,0.6545,0.2842,0.3333,0.3,0.3,0.3,,,1.198,819,0,0.2842,29.6
2.7,-2.2984,0.2064,1.0324,0.2857,0.5622,0.3,0.3333,0.2842,0.2842,0.2842,,,1.176,819,0,0.3,29.6
2.8,-2.2641,0.2749,1.1469,0.2915,0.3415,0.3,0.3333,0.3,0.3,0.3,,,1.155,819,0,0.2842,30.2
2.9,-2.2619,0.2803,1.1534,0.292,0.3283,0.2842,0.3333,0.2842,0.2842,0.2842,,,1.134,819,0,0.3,28.8
3.0,-2.2598,0.2858,1.1596,0.2926,0.3115,0.3,0.4872,0.2842,0.2842,0.2842,,,1.115,819,0,0.3,28.8
3.1,-2.2499,0.3121,1.1875,0.2775,0.2731,0.3,0.2821,0.3,0.3,0.3,,,1.098,819,0,0.3,28.8
3.2,-2.2406,0.3397,1.215,0.2937,0.2825,0.3,0.4359,0.3,0.3,0.3,,,1.08,819,0,0.3,27.8
3.3,-2.2323,0.3666,1.2438,0.2794,0.2915,0.3,0.1282,0.3,0.3,0.3,,,1.065,819,0,0.2842,28.4
3.4,-2.2243,0.4003,1.2892,0.2919,0.4186,0.2842,0.0769,0.3,0.3,0.3,,,1.05,819,0,0.3,30.2
3.5,-2.2184,0.4293,1.3175,0.2948,0.2709,0.3,0.0769,0.3,0.3,0.3,,,1.034,819,0,0.3,28.2
3.6,-2.2137,0.4584,1.356,0.2947,0.3883,0.3,0.1282,0.3,0.3,0.3,,,1.018,819,0,0.2842,30.0
3.7,-2.2081,0.4932,1.3763,0.2831,0.0728,0.2842,0.0769,0.3,0.3,0.3,,,1.005,819,0,0.3,28.2
3.8,-2.2032,0.5215,1.3834,0.2989,0.0726,0.3,0.2308,0.3,0.3,0.3,,,0.994,819,0,0.2842,29.4
3.9,-2.1975,0.5569,1.3946,0.2983,0.1226,0.2842,0.2308,0.2842,0.2842,0.2842,,,0.981,819,0,0.3,28.8
4.0,-2.1975,0.5569,1.3946,0.2983,0.1226,0.2842,0.2308,0.2842,0.2842,0.2842,,,0.981,819,0,0.3,28.8
4.1,-2.1925,0.5913,1.4059,0.2832,0.074,0.3,0.2308,0.2842,0.2842,0.2842,,,0.971,819,0,0.2842,29.4
4.2,-2.1887,0.6204,1.4208,0.2979,0.2239,0.2842,0.2308,0.3,0.3,0.3,,,0.962,819,0,0.2842,28.4
4.3,-2.1859,0.6547,1.4477,0.2819,0.2275,0.2842,0.0256,0.3,0.3,0.3,,,0.954,819,0,0.3,28.4
4.4,-2.1845,0.6844,1.4706,0.298,0.2306,0.3,0.0256,0.3,0.3,0.3,,,0.948,819,0,0.2842,25.8
4.5,-2.1836,0.7184,1.496,0.2833,0.1355,0.2842,0.0,0.3,0.3,0.3,,,0.944,819,0,0.3,26.4
4.6,-2.1823,0.7413,1.4994,0.2909,0.0197,0.3,-0.0769,0.2842,0.2842,0.2842,,,0.938,819,0,0.2842,26.4
4.7,-2.1804,0.771,1.5017,0.2922,0.0131,0.2842,-0.0769,0.3,0.3,0.3,,,0.933,819,0,0.3,25.2
4.8,-2.1784,0.7995,1.5016,0.2901,-0.0067,0.3,0.0769,0.2842,0.2842,0.2842,,,0.93,819,0,0.2842,25.2
4.9,-2.1751,0.8349,1.4925,0.2847,-0.0781,0.2842,0.0769,0.2842,0.3,0.3,,,0.927,819,0,0.2842,26.4
5.0,-2.1718,0.8697,1.4887,0.2997,0.0764,0.2842,0.0769,0.2842,0.2842,0.2842,,,0.925,819,0,0.3,25.2
5.1,-2.1704,0.8932,1.4947,0.2838,0.0781,0.3,0.0769,0.3,0.2842,0.2842,,,0.923,819,0,0.2842,27.0
5.2,-2.1688,0.9272,1.5041,0.2838,0.0785,0.2842,0.0769,0.2842,0.2842,0.2842,,,0.921,819,0,0.3,26.4
5.3,-2.1676,0.9563,1.5118,0.2996,0.0789,0.3,0.0769,0.3,0.3,0.3,,,0.92,819,0,0.2842,27.0
5.4,-2.1667,0.9855,1.5195,0.2838,0.0793,0.2842,0.0256,0.2842,0.2842,0.2842,,,0.919,819,0,0.3,26.4
5.5,-2.166,1.0147,1.5273,0.2997,0.0797,0.3,0.0256,0.3,0.3,0.3,,,0.918,819,0,0.3,25.2
5.6,-2.166,1.0147,1.5273,0.2997,0.0797,0.3,0.0256,0.3,0.3,0.3,,,0.918,819,0,0.3,25.2
5.7,-2.1651,1.0495,1.5333,0.2841,0.0267,0.2684,0.0256,0.2842,0.2842,0.2842,,,0.917,819,0,0.3,25.2
5.8,-2.1643,1.079,1.5358,0.2999,0.0267,0.3,0.1795,0.2842,0.2842,0.2842,,,0.916,819,0,0.2842,25.2
5.9,-2.1635,1.107,1.5383,0.2683,0.0267,0.3,0.1795,0.3,0.3,0.3,,,0.915,819,0,0.3,24.8
6.0,-2.1635,1.1417,1.5521,0.2997,0.1887,0.2842,0.1795,0.2842,0.2842,0.2842,,,0.915,819,0,0.2842,24.8
6.1,-2.165,1.1717,1.5711,0.3,0.1909,0.3,-0.0256,0.3,0.3,0.3,,,0.915,819,0,0.2842,24.8
6.2,-2.1669,1.2003,1.5899,0.2845,0.1891,0.2842,-0.0256,0.2842,0.2842,0.2842,,,0.916,819,0,0.3,22.8
6.3,-2.168,1.2359,1.5934,0.2928,-0.0219,0.2842,-0.0256,0.3,0.3,0.3,,,0.917,819,0,0.2842,23.4
6.4,-2.1684,1.2587,1.5913,0.2842,-0.027,0.3,-0.0256,0.2684,0.2684,0.2684,,,0.917,819,0,0.3,21.6
6.5,-2.1687,1.2929,1.5882,0.291,-0.0205,0.2842,-0.0256,0.3,0.3,0.3,,,0.918,819,0,0.2842,24.0
6.6,-2.169,1.3228,1.5856,0.2928,-0.0219,0.3,-0.1282,0.3,0.3,0.3,,,0.918,819,0,0.3,22.8
6.7,-2.1691,1.3572,1.5807,0.2984,-0.1106,0.2842,-0.0256,0.3,0.2842,0.2842,,,0.918,819,0,0.2684,24.0
6.8,-2.1682,1.3868,1.5694,0.2842,-0.0393,0.3,0.0,0.3,0.3,0.3,,,0.919,819,0,0.2842,22.8
6.9,-2.168,1.4157,1.5675,0.3,0.0,0.2684,0.0,0.2842,0.2842,0.2842,,,0.92,819,0,0.3,24.0
7.0,-2.168,1.4157,1.5675,0.3,0.0,0.2684,0.0,0.2842,0.2842,0.2842,,,0.92,819,0,0.3,24.0
7.1,-2.1678,1.4774,1.5675,0.2842,0.0,0.3,0.0,0.2842,0.2842,0.2842,,,0.884,819,0,0.3,27.6
7.2,-2.1677,1.5067,1.5675,0.3,0.0,0.2842,0.0,0.3,0.3,0.3,,,0.858,819,0,0.2842,27.6
7.3,-2.1676,1.5415,1.5675,0.2842,0.0,0.3,0.0,0.2842,0.2842,0.2842,,,0.837,819,0,0.3,33.0
7.4,-2.1675,1.5713,1.5675,0.3,0.0,0.2842,0.0,0.3,0.3,0.3,,,0.81,819,0,0.2842,34.2
7.5,-2.1675,1.5713,1.5675,0.3,0.0,0.2842,0.0,0.3,0.3,0.3,,,0.81,819,0,0.2842,34.2
7.6,-2.1674,1.6059,1.5675,0.2916,0.0,0.3,0.0,0.2684,0.2684,0.2684,,,0.789,819,0,0.3,34.2
7.7,-2.1673,1.6357,1.5675,0.2923,0.0,0.2842,0.0,0.2842,0.2842,0.2842,,,0.766,819,0,0.3,37.8
7.8,-2.1672,1.6584,1.5675,0.2842,0.0,0.3,0.0,0.3,0.3,0.3,,,0.742,819,0,0.2842,39.0
7.9,-2.1671,1.6944,1.5675,0.3,0.0,0.3,0.0,0.2842,0.2842,0.2842,,,0.72,819,0,0.3,39.0
8.0,-2.167,1.7297,1.5675,0.2842,0.0,0.2842,0.0,0.2842,0.3,0.3,,,0.701,819,0,0.2842,39.0
8.1,-2.1669,1.7529,1.5675,0.3,0.0,0.3,0.0,0.2842,0.2842,0.2842,,,0.679,819,0,0.3,39.8
8.2,-2.1668,1.7881,1.5675,0.2842,0.0,0.2842,0.0,0.2842,0.2842,0.2842,,,0.658,819,0,0.2842,41.0
8.3,-2.1667,1.8173,1.5675,0.3,0.0,0.3,0.0,0.3,0.3,0.3,,,0.638,819,0,0.3,41.0
8.4,-2.1666,1.8462,1.5675,0.2842,0.0,0.2842,0.0,0.3,0.3,0.3,,,0.621,819,0,0.3,40.2
8.5,-2.1665,1.8754,1.5675,0.3,0.0,0.3,0.0,0.2842,0.2842,0.2842,,,0.604,819,0,0.2842,40.8
8.6,-2.1662,1.9114,1.5656,0.3,-0.0272,0.3,-0.0256,0.3,0.3,0.3,,,0.585,819,0,0.3,39.6
8.7,-2.1656,1.9404,1.5598,0.2843,-0.0814,0.2842,-0.0769,0.2842,0.2842,0.2842,,,0.569,819,0,0.2842,40.8
8.8,-2.1642,1.9758,1.5503,0.3001,-0.0809,0.3,-0.0769,0.3,0.3,0.3,,,0.554,819,0,0.3,39.6
8.9,-2.1629,2.0044,1.5424,0.2844,-0.0805,0.2842,-0.0769,0.2842,0.2842,0.2842,,,0.541,819,0,0.2684,41.4
9.0,-2.1612,2.0342,1.5346,0.3003,-0.0801,0.3,-0.0769,0.3,0.3,0.3,,,0.529,819,0,0.2842,40.2
9.1,-2.1599,2.0615,1.5315,0.2685,-0.0266,0.2684,-0.0256,0.3,0.3,0.3,,,0.521,819,0,0.3,40.2
9.2,-2.1583,2.0956,1.5285,0.2911,-0.0196,0.2842,-0.0256,0.2842,0.2842,0.2842,,,0.511,819,0,0.2842,40.2
9.3,-2.1571,2.1195,1.5264,0.3001,-0.0266,0.3,-0.0256,0.3,0.3,0.3,,,0.504,819,0,0.3,39.0
9.4,-2.1571,2.1195,1.5264,0.3001,-0.0266,0.3,-0.0256,0.3,0.3,0.3,,,0.504,819,0,0.3,39.0
9.5,-2.1552,2.1539,1.5235,0.2911,-0.0195,0.2842,-0.0256,0.2842,0.2842,0.2842,,,0.499,819,0,0.2842,39.6
9.6,-2.1534,2.1894,1.5225,0.284,0.0654,0.3,-0.0256,0.3,0.3,0.3,,,0.496,819,0,0.3,38.6
9.7,-2.1529,2.2122,1.5289,0.2885,0.0793,0.2842,0.0769,0.2684,0.2684,0.2684,,,0.494,819,0,0.2684,38.4
9.8,-2.1529,2.2474,1.5432,0.269,0.0769,0.3,0.1282,0.2842,0.2842,0.2842,,,0.494,819,0,0.2842,37.2
9.9,-2.153,2.2746,1.5529,0.2827,0.1661,0.2684,0.0769,0.2842,0.2842,0.2842,,,0.495,819,0,0.3,36.8
10.0,-2.154,2.2974,1.5679,0.2899,0.1807,0.2842,0.1795,0.2842,0.2842,0.2842,,,0.496,819,0,0.3,35.6
10.1,-2.1564,2.3334,1.593,0.3002,0.2823,0.3,0.1795,0.2842,0.2842,0.2842,,,0.496,819,0,0.3,33.6
10.2,-2.1597,2.3634,1.6209,0.301,0.2386,0.3,0.2821,0.3,0.3,0.3,,,0.496,819,0,0.2842,33.6
10.3,-2.1635,2.3929,1.6444,0.2856,0.2351,0.3,0.2308,0.2684,0.2684,0.2684,,,0.494,819,0,0.2684,33.6
10.4,-2.1678,2.4205,1.6676,0.2703,0.2318,0.2842,0.2308,0.2842,0.2842,0.2842,,,0.493,819,0,0.2842,33.2
10.5,-2.1735,2.4536,1.6916,0.286,0.1777,0.2684,0.2308,0.3,0.3,0.3,,,0.49,819,0,0.2684,33.2
10.6,-2.1772,2.4754,1.7034,0.2698,0.126,0.2842,0.1795,0.3,0.3,0.3,,,0.487,819,0,0.2526,33.2
10.7,-2.1818,2.5012,1.7158,0.2541,0.125,0.2684,0.1282,0.3,0.3,0.3,,,0.484,819,0,0.2211,33.0
10.8,-2.1872,2.5292,1.7304,0.2226,0.124,0.2526,0.1282,0.2842,0.2842,0.2842,,,0.481,819,0,0.2053,33.0
10.9,-2.1916,2.5499,1.7426,0.2069,0.1231,0.2211,0.1282,0.2684,0.2684,0.2684,,,0.478,819,0,0.2053,33.2
11.0,-2.1962,2.5701,1.7548,0.207,0.1222,0.2053,0.1282,0.2842,0.2842,0.2842,,,0.475,819,0,0.1737,33.2
11.1,-2.2004,2.5889,1.7628,0.1905,0.0729,0.2053,0.1282,0.2684,0.2684,0.2684,,,0.471,819,0,0.1579,33.0
11.2,-2.2044,2.6063,1.7699,0.1748,0.0726,0.1737,0.0769,0.2526,0.2526,0.2526,,,0.468,819,0,0.1421,33.0
11.3,-2.2094,2.6252,1.787,0.1606,0.1679,0.1579,0.1795,0.2211,0.2211,0.2211,,,0.465,819,0,0.1421,33.2
11.4,-2.2134,2.6391,1.7991,0.1441,0.119,0.1421,0.1282,0.2053,0.2053,0.2053,,,0.462,819,0,0.1105,33.0
11.5,-2.2165,2.6501,1.8049,0.1433,0.0712,0.1421,0.0769,0.2053,0.2053,0.2053,,,0.46,819,0,0.0789,36.0
11.6,-2.221,2.6652,1.8178,0.1284,0.1178,0.1263,0.1282,0.1895,0.1895,0.1895,,,0.457,819,0,0.0789,36.0
11.7,-2.2244,2.6777,1.822,0.0899,0.0498,0.1105,0.0256,0.1737,0.1737,0.1737,,,0.454,819,0,0.0632,36.0
11.8,-2.2267,2.6838,1.8383,0.0822,0.2866,0.0789,0.3333,0.1579,0.1579,0.1579,,,0.451,819,0,0.0632,36.0
11.9,-2.2306,2.6914,1.8639,0.0838,0.2524,0.0789,0.2821,0.1421,0.1421,0.1421,,,0.451,819,0,0.0632,36.0
12.0,-2.2344,2.6974,1.8931,0.069,0.2934,0.0632,0.3333,0.1421,0.1421,0.1421,,,0.45,819,0,0.0632,36.0
12.1,-2.238,2.7034,1.9178,0.0681,0.2446,0.0632,0.2821,0.1263,0.1263,0.1263,,,0.449,819,0,0.0474,36.0
12.2,-2.2413,2.7093,1.9378,0.0672,0.1977,0.0632,0.2308,0.1105,0.1105,0.1105,,,0.449,819,0,0.0474,35.8
12.3,-2.2453,2.7161,1.9613,0.0529,0.1929,0.0632,0.2308,0.0789,0.0789,0.0789,,,0.447,819,0,0.0474,36.0
12.4,-2.2482,2.7204,1.9814,0.0505,0.2329,0.0474,0.2308,0.0789,0.0789,0.0789,,,0.446,819,0,0.0474,36.0
12.5,-2.2517,2.7246,2.0156,0.0542,0.3506,0.0474,0.4872,0.0632,0.0632,0.0632,,,0.447,819,0,0.0632,37.8
12.6,-2.2517,2.7246,2.0156,0.0542,0.3506,0.0474,0.4872,0.0632,0.0632,0.0632,,,0.447,819,0,0.0632,37.8
12.7,-2.2558,2.7306,2.0403,0.0493,0.1033,0.0474,0.1795,0.0632,0.0632,0.0632,4,PolygonLimit,0.447,819,0,0.0632,37.8
12.8,-2.258,2.7344,2.0452,0.063,-0.005,0.0474,0.1282,0.0632,0.0632,0.0632,0,,0.445,819,0,0.0947,495.8
12.9,-2.2605,2.74,2.0363,0.0612,-0.1034,0.0632,-0.2308,0.0474,0.0632,0.0632,0,,0.442,819,10,0.0947,495.8
13.0,-2.2639,2.7482,2.0191,0.0898,-0.2305,0.0632,-0.1282,0.0474,0.0474,0.0474,0,,0.438,819,15,0.0789,495.6
13.1,-2.2663,2.7565,1.9822,0.0808,-0.4157,0.0947,-0.5385,0.0474,0.0474,0.0474,0,,0.432,819,29,0.0789,495.8
13.2,-2.2673,2.7641,1.9407,0.0705,-0.4151,0.0947,-0.5385,0.0474,0.0474,0.0474,0,,0.425,819,38,0.0474,38.0
13.3,-2.2676,2.77,1.9088,0.0713,-0.3785,0.0789,-0.4872,0.0632,0.0474,0.0474,0,,0.42,819,48,0.0316,36.4
13.4,-2.2677,2.7775,1.8691,0.0427,-0.2454,0.0789,-0.4359,0.0632,0.0632,0.0632,0,,0.415,819,412,0.0316,37.8
13.5,-2.2686,2.7817,1.8638,0.0324,0.0773,0.0474,-0.1282,0.0947,0.0947,0.0947,0,,0.413,819,413,0.0316,38.0
13.6,-2.2701,2.7841,1.8763,0.0347,0.1594,0.0316,0.1795,0.0947,0.0947,0.0947,0,,0.412,819,64,0.0316,38.0
13.7,-2.2719,2.7872,1.889,0.0338,0.113,0.0316,0.1795,0.0789,0.0789,0.0789,0,,0.412,819,65,0.0316,38.0
13.8,-2.2732,2.7901,1.8937,0.0316,0.0,0.0316,0.1282,0.0789,0.0789,0.0789,0,,0.412,819,70,0.0316,38.0
13.9,-2.2739,2.7931,1.8872,0.0293,-0.1129,0.0316,0.0,0.0474,0.0474,0.0474,4,PolygonLimit,0.411,819,75,0.0158,36.4
14.0,-2.2741,2.7961,1.8759,0.0293,-0.1137,0.0316,-0.1282,0.0316,0.0316,0.0316,0,,0.41,819,421,0.0158,36.2
14.1,-2.2743,2.7998,1.8622,0.0294,-0.1146,0.0316,-0.1282,0.0316,0.0316,0.0316,0,,0.408,819,420,0.0158,36.4
14.2,-2.2747,2.8011,1.8629,0.0169,0.1128,0.0316,-0.1282,0.0316,0.0316,0.0316,0,,0.407,819,417,0.0158,36.4
14.3,-2.2766,2.8026,1.8891,0.0213,0.3825,0.0158,0.2308,0.0316,0.0316,0.0316,0,,0.408,819,416,0.0158,36.4
14.4,-2.2795,2.8044,1.9282,0.0196,0.1869,0.0158,0.5385,0.0316,0.0316,0.0316,0,,0.409,819,415,0.0158,36.4
14.5,-2.2807,2.8056,1.9407,0.0189,0.1535,0.0158,0.1795,0.0316,0.0316,0.0316,0,,0.41,819,83,0.0158,34.8
14.6,-2.2822,2.8073,1.9556,0.018,0.1086,0.0158,0.1795,0.0316,0.0316,0.0316,0,,0.411,819,83,0.0158,36.4
14.7,-2.2832,2.8085,1.9643,0.018,0.1081,0.0158,0.1282,0.0158,0.0158,0.0158,0,,0.411,819,473,0.0158,36.4
14.8,-2.2843,2.81,1.975,0.018,0.1074,0.0158,0.1282,0.0158,0.0158,0.0158,0,,0.411,819,474,0.0158,36.4
14.9,-2.2854,2.8114,1.9829,0.0171,0.0641,0.0158,0.1282,0.0158,0.0158,0.0158,0,,0.411,819,475,0.0158,36.4
15.0,-2.286,2.8128,1.9825,0.0142,-0.1118,0.0158,0.0769,0.0158,0.0158,0.0158,0,,0.411,819,477,0.0158,36.4
15.1,-2.2857,2.8143,1.9636,0.0118,-0.1943,0.0158,-0.2308,0.0158,0.0158,0.0158,0,,0.41,819,478,0.0158,36.4
15.2,-2.2852,2.8158,1.944,0.0118,-0.1965,0.0158,-0.2308,0.0158,0.0158,0.0158,0,,0.408,819,479,0.0,36.2
15.3,-2.2848,2.8169,1.9282,0.0117,-0.1983,0.0158,-0.2308,0.0158,0.0158,0.0158,0,,0.406,819,481,0.0,36.2
15.4,-2.2842,2.8184,1.9099,0.0126,-0.156,0.0158,-0.2308,0.0158,0.0158,0.0158,0,,0.405,819,482,0.0,36.2
15.5,-2.2837,2.8202,1.891,0.0126,-0.1577,0.0158,-0.1795,0.0158,0.0158,0.0158,0,,0.404,819,109,0.0,34.6
15.6,-2.2832,2.8209,1.88,-0.0021,-0.1134,0.0158,-0.1795,0.0158,0.0158,0.0158,4,PolygonLimit,0.403,819,109,0.0,34.6
15.7,-2.2826,2.8209,1.871,-0.0004,-0.0228,0.0,-0.1282,0.0158,0.0158,0.0158,4,PolygonLimit,0.403,819,104,0.0,34.6
15.8,-2.2825,2.8209,1.8683,-0.0004,-0.0228,0.0,-0.0256,0.0158,0.0158,0.0158,0,,0.402,819,99,0.0,34.6
15.9,-2.2827,2.8209,1.8736,0.002,0.1669,0.0,-0.0256,0.0158,0.0158,0.0158,0,,0.403,819,94,0.0,34.6
16.0,-2.2843,2.8209,1.9058,0.0072,0.4308,0.0,0.5385,0.0158,0.0158,0.0158,0,,0.403,819,90,0.0,34.6
16.1,-2.2868,2.8209,1.9489,0.0088,0.4263,0.0,0.5897,0.0,0.0,0.0,0,,0.405,819,85,0.0,34.6
16.2,-2.289,2.8209,1.9902,0.0082,0.4053,0.0,0.5385,0.0,0.0,0.0,0,,0.408,819,79,0.0474,494.2
16.3,-2.2909,2.8209,2.0302,0.0076,0.3957,0.0,0.4872,0.0,0.0,0.0,0,,0.411,819,471,0.0474,495.4
16.4,-2.2921,2.8209,2.0599,0.0063,0.3476,0.0,0.4872,0.0,0.0,0.0,4,PolygonLimit,0.413,819,473,0.0316,495.4
16.5,-2.2934,2.8209,2.0987,0.0048,0.2994,0.0,0.3846,0.0,0.0,0.0,4,PolygonLimit,0.419,819,90,0.0316,495.4
16.6,-2.2951,2.8225,2.1199,0.0449,0.1093,0.0474,-0.7436,0.0,0.0,0.0,4,PolygonLimit,0.419,819,105,0.0316,495.4
16.7,-2.298,2.8273,2.1158,0.0443,-0.1664,0.0316,-1.0,0.0,0.0,0.0,4,PolygonLimit,0.405,819,113,0.0316,495.4
16.8,-2.2993,2.8298,2.096,0.0322,-0.3033,0.0316,-1.0,0.0,0.0,0.0,4,PolygonLimit,0.4,819,120,0.0316,495.4
16.9,-2.3009,2.8322,2.0603,0.0243,-0.3797,0.0316,-1.0,0.0,0.0,0.0,4,PolygonLimit,0.396,819,127,0.0316,495.4
17.0,-2.3019,2.8334,2.0284,0.0161,-0.4044,0.0316,-1.0,0.0,0.0,0.0,4,PolygonLimit,0.394,819,134,0.0474,494.2
17.1,-2.3018,2.8348,1.9873,0.0105,-0.4144,0.0316,-1.0,0.0474,0.0474,0.0474,4,PolygonLimit,0.392,819,142,0.0158,38.4
17.2,-2.288,2.8441,1.7281,0.0017,-0.4822,0.0158,-1.0,0.0158,0.0079,0.0079,4,PolygonLimit,0.388,819,158,0.0158,38.4
17.3,-2.2841,2.8449,1.679,0.0032,-0.4965,0.0158,-0.9487,0.0158,0.0079,0.0079,4,PolygonLimit,0.388,819,164,0.0158,38.4
17.4,-2.2833,2.845,1.669,0.0036,-0.4994,0.0158,-0.8974,0.0158,0.0083,0.0083,4,PolygonLimit,0.389,819,168,0.0158,38.4
17.5,-2.2833,2.845,1.669,0.0036,-0.4994,0.0158,-0.8974,0.0158,0.0083,0.0083,4,PolygonLimit,0.389,819,168,0.0158,38.4
17.6,-2.2816,2.8453,1.6489,0.0043,-0.5056,0.0158,-0.7949,0.0158,0.0088,0.0088,4,PolygonLimit,0.393,819,171,0.0158,38.4
17.7,-2.2816,2.8453,1.6489,0.0043,-0.5056,0.0158,-0.7949,0.0158,0.0088,0.0088,4,PolygonLimit,0.393,819,171,0.0158,38.4
17.8,-2.2798,2.8457,1.6285,0.0056,-0.5119,0.0158,-0.6923,0.0158,0.0093,0.0093,4,PolygonLimit,0.396,819,167,0.0158,38.4
17.9,-2.2743,2.8467,1.5656,0.0088,-0.5316,0.0158,-0.641,0.0158,0.0093,0.0093,4,PolygonLimit,0.399,819,164,0.0158,38.4
18.0,-2.2743,2.8467,1.5656,0.0088,-0.5316,0.0158,-0.641,0.0158,0.0093,0.0093,4,PolygonLimit,0.399,819,164,0.0158,38.4
18.1,-2.2652,2.8486,1.4628,0.0143,-0.4998,0.0158,-1.0,0.0158,0.0099,0.0099,4,PolygonLimit,0.597,819,159,0.0158,41.2
18.2,-2.2652,2.8486,1.4628,0.0143,-0.4998,0.0158,-1.0,0.0158,0.0099,0.0099,4,PolygonLimit,0.597,819,159,0.0158,41.2
18.3,-2.261,2.8496,1.4137,0.0166,-0.4853,0.0158,-1.0,0.0158,0.0106,0.0106,4,PolygonLimit,0.6,819,152,0.0158,41.2
18.4,-2.2563,2.851,1.3566,0.0188,-0.4692,0.0158,-1.0,0.0158,0.0106,0.0106,4,PolygonLimit,0.594,819,147,0.0158,41.2
18.5,-2.2527,2.8521,1.3105,0.0205,-0.4567,0.0158,-1.0,0.0158,0.0114,0.0114,4,PolygonLimit,0.588,819,141,0.0158,39.6
18.6,-2.2494,2.853,1.2655,0.0169,-0.4449,0.0158,-1.0,0.0158,0.0114,0.0114,4,PolygonLimit,0.582,819,134,0.0158,39.6
18.7,-2.2458,2.8539,1.2131,0.0167,-0.4314,0.0158,-1.0,0.0158,0.0123,0.0123,4,PolygonLimit,0.576,819,122,0.0158,39.6
