t_s,stamp,gt_x,gt_y,gt_yaw,goal_map_x,goal_map_y,n_valid,n_in_stop,n_in_slow,n_in_limit,d_min_base_m,r_min_lidar_m,monitor_action,monitor_polygon,v_nav,w_nav,v_smoothed,v_out,v_wheel
7.681,101.7,-1.9077,-1.2207,-1.5574,-0.019,-2.21,480,0,0,0,0.6,0.477,DO_NOTHING,,0.3,0.0,0.3,0.2684,0.2684
7.787,101.8,-1.9073,-1.2493,-1.5574,-0.019,-2.21,480,0,0,0,0.611,0.4853,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.3
7.886,101.9,-1.9067,-1.2793,-1.5553,-0.019,-2.21,480,0,0,0,0.6233,0.4955,DO_NOTHING,,0.2842,0.0,0.2842,0.2842,0.2842
7.988,102.0,-1.9062,-1.3079,-1.555,-0.019,-2.21,480,0,0,0,0.6365,0.5069,DO_NOTHING,,0.3,0.0,0.3,0.3,0.3
8.09,102.1,-1.9057,-1.3377,-1.555,-0.019,-2.21,480,0,0,0,0.6506,0.5195,DO_NOTHING,,0.2842,-0.0256,0.2842,0.2842,0.2842
8.194,102.2,-1.9055,-1.3663,-1.5573,-0.019,-2.21,480,0,0,0,0.6718,0.5396,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.2842
8.306,102.3,-1.9049,-1.3961,-1.5554,-0.019,-2.21,480,0,0,0,0.7279,0.5958,DO_NOTHING,,0.2842,0.0256,0.2842,0.2842,0.2842
8.394,102.4,-1.9042,-1.4247,-1.5528,-0.019,-2.21,480,0,0,0,0.7804,0.6483,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.2842
8.505,102.5,-1.9042,-1.4546,-1.5588,-0.019,-2.21,480,0,0,0,0.8468,0.7148,DO_NOTHING,,0.2842,-0.0769,0.2842,0.2842,0.2842
8.595,102.6,-1.9046,-1.4832,-1.5667,-0.019,-2.21,480,0,0,0,0.9152,0.7831,DO_NOTHING,,0.3,-0.0769,0.2842,0.2842,0.2842
8.706,102.7,-1.9053,-1.5123,-1.5746,-0.019,-2.21,480,0,0,0,0.9867,0.8547,DO_NOTHING,,0.2842,-0.0769,0.2842,0.2842,0.2842
8.808,102.8,-1.9062,-1.5411,-1.5824,-0.019,-2.21,480,0,0,0,1.0589,0.9269,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
8.914,102.9,-1.9074,-1.571,-1.5902,-0.019,-2.21,480,0,0,0,1.1359,1.004,DO_NOTHING,,0.2842,-0.0769,0.2842,0.2842,0.2842
9.012,103.0,-1.9087,-1.5995,-1.5981,-0.019,-2.21,480,0,0,0,1.2124,1.0805,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
9.125,103.1,-1.9103,-1.6294,-1.6059,-0.019,-2.21,480,0,0,0,1.7704,1.8572,DO_NOTHING,,0.2842,-0.0769,0.2842,0.2842,0.2842
9.218,103.2,-1.9121,-1.6578,-1.6138,-0.019,-2.21,480,0,0,0,1.742,1.8278,DO_NOTHING,,0.3,-0.1282,0.3,0.3,0.3
9.322,103.3,-1.9147,-1.6878,-1.6272,-0.019,-2.21,480,0,0,0,1.7122,1.7965,DO_NOTHING,,0.3,-0.1795,0.3,0.3,0.3
9.419,103.4,-1.9182,-1.7175,-1.6462,-0.019,-2.21,480,0,0,0,1.6827,1.7647,DO_NOTHING,,0.2842,-0.2821,0.2842,0.2842,0.2842
9.524,103.5,-1.9226,-1.7458,-1.6735,-0.019,-2.21,480,0,0,0,1.6538,1.7335,DO_NOTHING,,0.2842,-0.1795,0.2842,0.2842,0.2842
9.621,103.6,-1.9272,-1.7738,-1.6912,-0.019,-2.21,480,0,0,0,1.626,1.7036,DO_NOTHING,,0.2684,-0.1795,0.2684,0.2684,0.2684
9.723,103.7,-1.932,-1.8001,-1.7087,-0.019,-2.21,480,0,0,0,1.5998,1.6753,DO_NOTHING,,0.2526,-0.1795,0.2526,0.2526,0.2526
9.825,103.8,-1.937,-1.8248,-1.726,-0.019,-2.21,480,0,0,0,1.5753,1.6486,DO_NOTHING,,0.2368,-0.1795,0.2368,0.2368,0.2368
9.933,103.9,-1.9423,-1.8482,-1.7433,-0.019,-2.21,480,0,0,0,1.5515,1.6233,DO_NOTHING,,0.2211,-0.1795,0.2211,0.2211,0.2211
10.027,104.0,-1.9475,-1.8697,-1.7602,-0.019,-2.21,480,0,0,0,1.5299,1.5999,DO_NOTHING,,0.2053,-0.1795,0.2053,0.2053,0.2053
10.133,104.1,-1.9526,-1.8894,-1.7758,-0.019,-2.21,480,0,0,0,1.5104,1.5784,DO_NOTHING,,0.1895,-0.1282,0.1895,0.1895,0.1895
10.227,104.2,-1.9573,-1.9075,-1.7865,-0.019,-2.21,480,0,0,0,1.4925,1.559,DO_NOTHING,,0.1737,-0.0769,0.1737,0.1737,0.1737
10.326,104.3,-1.9617,-1.9244,-1.795,-0.019,-2.21,480,0,0,0,1.4757,1.5411,DO_NOTHING,,0.1737,-0.1282,0.1737,0.1737,0.1737
10.425,104.4,-1.9664,-1.9409,-1.8067,-0.019,-2.21,480,0,0,0,1.4589,1.5232,DO_NOTHING,,0.1579,-0.1282,0.1579,0.1579,0.1579
10.527,104.5,-1.9709,-1.9558,-1.8184,-0.019,-2.21,480,0,0,0,1.4438,1.5069,DO_NOTHING,,0.1421,-0.1282,0.1421,0.1421,0.1421
10.629,104.6,-1.975,-1.9691,-1.8282,-0.019,-2.21,480,0,0,0,1.4305,1.4925,DO_NOTHING,,0.1263,-0.0256,0.1263,0.1263,0.1263
10.732,104.7,-1.9785,-1.9813,-1.8324,-0.019,-2.21,480,0,0,0,1.4183,1.4797,DO_NOTHING,,0.1263,-0.1282,0.1263,0.1263,0.1263
10.827,104.8,-1.9826,-1.9935,-1.844,-0.019,-2.21,480,0,0,0,1.4063,1.4662,DO_NOTHING,,0.1105,0.0,0.1105,0.1263,0.1263
10.931,104.9,-1.9862,-2.0046,-1.8508,-0.019,-2.21,480,0,0,0,1.3953,1.4542,DO_NOTHING,,0.1105,-0.1282,0.1105,0.1105,0.1105
11.026,105.0,-1.9898,-2.0148,-1.8603,-0.019,-2.21,480,0,0,0,1.3851,1.4429,DO_NOTHING,,0.0947,0.0256,0.0947,0.0947,0.0947
11.125,105.1,-1.9924,-2.0239,-1.8599,-0.019,-2.21,480,0,0,0,1.3761,1.4339,DO_NOTHING,,0.0947,-0.1282,0.0947,0.0947,0.0947
11.228,105.2,-1.9958,-2.0329,-1.87,-0.019,-2.21,480,0,0,0,1.3668,1.4236,DO_NOTHING,,0.0947,-0.0769,0.0947,0.0947,0.0947
11.331,105.3,-1.9988,-2.0415,-1.8748,-0.019,-2.21,480,0,0,0,1.3581,1.4145,DO_NOTHING,,0.0789,0.1282,0.0789,0.0789,0.0789
11.434,105.4,-2.0006,-2.049,-1.8664,-0.019,-2.21,480,0,0,0,1.3508,1.4079,DO_NOTHING,,0.0789,-0.1282,0.0789,0.0789,0.0789
11.539,105.5,-2.0032,-2.0561,-1.874,-0.019,-2.21,480,0,0,0,1.3435,1.3999,DO_NOTHING,,0.0632,0.1282,0.0632,0.0632,0.0632
11.651,105.6,-2.0047,-2.0634,-1.862,-0.019,-2.21,480,0,0,0,1.3377,1.3951,DO_NOTHING,,0.0632,0.1282,0.0632,0.0632,0.0632
11.74,105.7,-2.0057,-2.0682,-1.8549,-0.019,-2.21,480,0,0,0,1.3317,1.3902,DO_NOTHING,,0.0632,-0.1282,0.0632,0.0632,0.0632
11.852,105.8,-2.0086,-2.0755,-1.867,-0.019,-2.21,480,0,0,0,1.3256,1.3829,DO_NOTHING,,0.0632,-0.1282,0.0632,0.0632,0.0632
11.946,105.9,-2.0107,-2.0803,-1.8779,-0.019,-2.21,480,0,0,0,1.3193,1.3753,DO_NOTHING,,0.0632,-0.2821,0.0632,0.0632,0.0632
12.051,106.0,-2.0143,-2.0863,-1.9026,-0.019,-2.21,480,0,0,0,1.3135,1.3662,DO_NOTHING,,0.0632,-0.2821,0.0632,0.0632,0.0632
12.153,106.1,-2.0179,-2.0922,-1.9271,-0.019,-2.21,480,0,0,0,1.3076,1.3573,DO_NOTHING,,0.0632,-0.2821,0.0632,0.0632,0.0632
12.271,106.2,-2.0211,-2.0974,-1.9493,-0.019,-2.21,480,0,0,0,1.3023,1.3493,DO_NOTHING,,0.0474,-0.2308,0.0474,0.0474,0.0474
12.373,106.3,-2.024,-2.1018,-1.9688,-0.019,-2.21,480,0,0,0,1.2979,1.3424,DO_NOTHING,,0.0474,-0.2308,0.0474,0.0474,0.0474
12.467,106.4,-2.0268,-2.1062,-1.9881,-0.019,-2.21,480,0,0,0,1.2935,1.3356,DO_NOTHING,,0.0474,-0.2308,0.0474,0.0474,0.0474
12.564,106.5,-2.0297,-2.1105,-2.0071,-0.019,-2.21,480,0,0,0,1.2892,1.3288,DO_NOTHING,,0.0474,-0.2308,0.0474,0.0474,0.0474
12.682,106.6,-2.0322,-2.1143,-2.0204,-0.019,-2.21,480,0,0,0,1.2859,1.324,DO_NOTHING,,0.0,1.0,0.0,0.0316,0.0316
12.769,106.7,-2.0323,-2.1148,-2.0181,-0.019,-2.21,480,0,0,0,1.2849,1.3231,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
12.871,106.8,-2.0315,-2.1149,-1.9934,-0.019,-2.21,480,0,0,0,1.2849,1.3262,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
12.97,106.9,-2.0296,-2.115,-1.9424,-0.019,-2.21,480,0,0,0,1.2847,1.3326,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.077,107.0,-2.0267,-2.1151,-1.8618,-0.019,-2.21,480,0,0,0,1.2849,1.3424,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.174,107.1,-2.0225,-2.1151,-1.7699,0.012,-2.193,480,0,0,0,1.2845,1.3534,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.285,107.2,-2.0167,-2.1151,-1.6729,0.012,-2.193,480,0,0,0,1.2848,1.3643,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.38,107.3,-2.0094,-2.1151,-1.5698,0.012,-2.193,480,0,0,0,1.2848,1.375,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.474,107.4,-2.0009,-2.1151,-1.4666,0.012,-2.193,480,0,0,0,1.2847,1.3849,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.576,107.5,-1.9931,-2.1151,-1.3696,0.012,-2.193,480,0,0,0,1.2847,1.3931,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
13.676,107.6,-1.9864,-2.1151,-1.2778,0.012,-2.193,480,0,0,0,1.2848,1.3752,DO_NOTHING,,0.0,0.8974,0.0,0.0,0.0
13.775,107.7,-1.9814,-2.1151,-1.196,0.012,-2.193,480,0,0,0,1.2848,1.2739,DO_NOTHING,,0.0,0.8462,0.0,0.0,0.0
13.881,107.8,-1.9777,-2.1151,-1.124,0.012,-2.193,480,0,0,0,1.2848,1.2027,DO_NOTHING,,0.0,0.7436,0.0,0.0,0.0
13.975,107.9,-1.9751,-2.1151,-1.058,0.012,-2.193,480,0,0,0,1.2812,1.1493,DO_NOTHING,,0.0,0.6923,0.0,0.0,0.0
14.082,108.0,-1.9735,-2.1151,-1.0034,0.012,-2.193,480,0,0,0,1.2811,1.1509,DO_NOTHING,,0.0,0.641,0.0,0.0,0.0
14.175,108.1,-1.9727,-2.115,-0.9548,-0.019,-2.21,480,0,0,0,1.2792,1.1509,DO_NOTHING,,0.0,0.5897,0.0,0.0,0.0
14.284,108.2,-1.9725,-2.1147,-0.9129,-0.019,-2.21,480,0,0,0,1.283,1.1565,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.385,108.3,-1.9725,-2.1146,-0.8793,-0.019,-2.21,480,0,0,0,1.282,1.1575,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.491,108.4,-1.9725,-2.1145,-0.8678,-0.019,-2.21,480,0,0,0,1.2781,1.154,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.591,108.5,-1.9725,-2.1146,-0.8818,-0.019,-2.21,480,0,0,0,1.283,1.1581,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.696,108.6,-1.9725,-2.1147,-0.92,-0.019,-2.21,480,0,0,0,1.2797,1.1532,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.795,108.7,-1.9725,-2.1151,-0.9774,-0.019,-2.21,480,0,0,0,1.2787,1.1495,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
14.901,108.8,-1.9725,-2.1155,-1.0396,-0.019,-2.21,480,0,0,0,1.2799,1.1485,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.014,108.9,-1.9732,-2.1173,-1.1221,-0.019,-2.21,480,0,0,0,1.2829,1.1905,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.103,109.0,-1.9742,-2.1186,-1.1868,-0.019,-2.21,480,0,0,0,1.2813,1.2685,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.215,109.1,-1.9771,-2.1204,-1.2916,-0.019,-2.21,480,0,0,0,1.2798,1.3764,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.304,109.2,-1.9802,-2.1217,-1.3652,-0.019,-2.21,480,0,0,0,1.2781,1.3869,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.43,109.3,-1.9854,-2.1232,-1.4619,-0.019,-2.21,480,0,0,0,1.2767,1.3771,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.526,109.4,-1.9921,-2.1248,-1.5645,-0.019,-2.21,480,0,0,0,1.2751,1.3658,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.629,109.5,-2.0002,-2.1264,-1.6681,-0.019,-2.21,480,0,0,0,1.2737,1.3535,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.731,109.6,-2.0083,-2.1279,-1.7655,-0.019,-2.21,480,0,0,0,1.2717,1.341,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.847,109.7,-2.0167,-2.1298,-1.8755,-0.019,-2.21,480,0,0,0,1.2704,1.3286,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.934,109.8,-2.0211,-2.1307,-1.9448,-0.019,-2.21,480,0,0,0,1.2691,1.3166,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
16.038,109.9,-2.0254,-2.1309,-2.0269,-0.019,-2.21,480,0,0,0,1.2688,1.3059,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
16.137,110.0,-2.0286,-2.1319,-2.1046,-0.019,-2.21,480,0,0,0,1.2678,1.2947,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
16.236,110.1,-2.0298,-2.1327,-2.1744,-0.019,-2.21,480,0,0,0,1.2672,1.2847,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
16.337,110.2,-2.0308,-2.1332,-2.242,-0.019,-2.21,480,0,0,0,1.2667,1.2751,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
16.437,110.3,-2.0315,-2.1344,-2.313,-0.019,-2.21,480,0,0,0,1.2654,1.2644,DO_NOTHING,,0.0,-0.5385,0.0,0.0,0.0
16.544,110.4,-2.0318,-2.1349,-2.37,-0.019,-2.21,480,0,0,0,1.2649,1.2562,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
16.636,110.5,-2.0335,-2.136,-2.4419,-0.019,-2.21,480,0,0,0,1.2639,1.2455,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
16.746,110.6,-2.0347,-2.1367,-2.5116,-0.019,-2.21,480,0,0,0,1.2631,1.2356,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
16.839,110.7,-2.0352,-2.1367,-2.5761,-0.019,-2.21,480,0,0,0,1.2633,1.2271,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
16.938,110.8,-2.0356,-2.1368,-2.6372,-0.019,-2.21,480,0,0,0,1.2632,1.2192,DO_NOTHING,,0.0,-1.0,0.0,0.0,0.0
