t_s,stamp,gt_x,gt_y,gt_yaw,goal_map_x,goal_map_y,n_valid,n_in_stop,n_in_slow,n_in_limit,d_min_base_m,r_min_lidar_m,monitor_action,monitor_polygon,v_nav,w_nav,v_smoothed,v_out,v_wheel
1.565,96.8,-1.9925,-0.025,-0.4648,-0.019,-2.21,480,0,0,0,0.7989,0.9087,,,0.0,-0.8974,0.0,0.0,0.0
1.669,96.9,-1.9905,-0.0272,-0.531,-0.019,-2.21,480,0,0,0,0.7969,0.9015,,,0.1263,-1.0,0.125,0.0,0.0
1.767,97.0,-1.9874,-0.0305,-0.5914,-0.019,-2.21,480,0,0,0,0.7917,0.8913,,,0.2842,-1.0,0.2513,0.2513,0.2513
1.873,97.1,-1.9736,-0.0434,-0.6514,-0.019,-2.21,480,0,0,0,0.7734,0.8677,,,0.2368,-1.0,0.2368,0.2368,0.2368
1.971,97.2,-1.9549,-0.0587,-0.7226,-0.019,-2.21,480,0,0,0,0.7532,0.8409,,,0.3,-1.0,0.3,0.3,0.3
2.075,97.3,-1.9343,-0.0786,-0.7974,-0.019,-2.21,480,0,0,0,0.7223,0.8019,,,0.3,-1.0,0.3,0.3,0.3
2.172,97.4,-1.9142,-0.1008,-0.8725,-0.019,-2.21,480,0,0,0,0.6926,0.7636,,,0.2842,-1.0,0.2842,0.2842,0.2842
2.273,97.5,-1.8967,-0.123,-0.9422,-0.019,-2.21,480,0,0,0,0.669,0.732,,,0.3,-1.0,0.3,0.3,0.3
2.372,97.6,-1.8801,-0.1464,-1.0084,-0.019,-2.21,480,0,0,0,0.6371,0.6907,,,0.3,-1.0,0.3,0.3,0.3
2.475,97.7,-1.8663,-0.1709,-1.0777,-0.019,-2.21,480,0,0,6,0.6158,0.6586,LIMIT,PolygonLimit,0.2842,-1.0,0.2842,0.1421,0.1421
2.579,97.8,-1.8555,-0.1895,-1.14,-0.019,-2.21,480,0,0,23,0.5964,0.6305,LIMIT,PolygonLimit,0.3,-1.0,0.3,0.15,0.15
2.685,97.9,-1.8481,-0.2033,-1.1824,-0.019,-2.21,480,0,0,34,0.5801,0.6067,LIMIT,PolygonLimit,0.3,-0.8974,0.3,0.1671,0.1671
2.774,98.0,-1.8428,-0.2187,-1.2243,-0.019,-2.21,480,0,0,36,0.5707,0.5898,LIMIT,PolygonLimit,0.2842,-0.8462,0.2842,0.1679,0.1679
2.875,98.1,-1.839,-0.2346,-1.2682,-0.019,-2.21,480,0,0,39,0.5584,0.5698,LIMIT,PolygonLimit,0.2842,-1.0,0.2842,0.1421,0.1421
2.976,98.2,-1.8364,-0.2485,-1.3125,-0.019,-2.21,480,0,1,40,0.548,0.5507,LIMIT,PolygonLimit,0.3,-0.7949,0.3,0.1786,0.1786
3.073,98.3,-1.8353,-0.266,-1.3577,-0.019,-2.21,480,0,0,43,0.5407,0.5346,LIMIT,PolygonLimit,0.3,-0.6923,0.3,0.2167,0.2167
3.177,98.4,-1.835,-0.287,-1.4051,-0.019,-2.21,480,0,0,47,0.531,0.514,LIMIT,PolygonLimit,0.2842,-0.6923,0.2842,0.2053,0.2053
3.278,98.5,-1.8358,-0.3078,-1.4534,-0.019,-2.21,480,0,0,50,0.5241,0.4953,LIMIT,PolygonLimit,0.3,-0.5897,0.3,0.2543,0.2543
3.376,98.6,-1.8376,-0.3328,-1.503,-0.019,-2.21,480,0,0,56,0.517,0.4755,LIMIT,PolygonLimit,0.3,-0.641,0.3,0.234,0.234
3.477,98.7,-1.8408,-0.3561,-1.5549,-0.019,-2.21,480,0,0,62,0.5123,0.4589,LIMIT,PolygonLimit,0.3,-0.641,0.3,0.234,0.234
3.582,98.8,-1.8456,-0.38,-1.6067,-0.019,-2.21,480,0,0,68,0.5104,0.4438,DO_NOTHING,,0.3,-0.4872,0.3,0.3,0.3
3.684,98.9,-1.8513,-0.4091,-1.6539,-0.019,-2.21,480,0,0,76,0.5101,0.4312,LIMIT,PolygonLimit,0.3,-0.641,0.3,0.234,0.234
3.812,99.0,-1.8588,-0.4384,-1.7086,-0.019,-2.21,480,0,0,60,0.5119,0.422,DO_NOTHING,,0.2842,-0.4872,0.2842,0.2842,0.2842
3.884,99.1,-1.8652,-0.461,-1.7444,-0.019,-2.21,480,0,0,50,0.5167,0.4163,DO_NOTHING,,0.3,-0.3846,0.3,0.3,0.3
4.002,99.2,-1.8751,-0.4957,-1.7846,-0.019,-2.21,480,0,0,44,0.5235,0.4145,DO_NOTHING,,0.2842,-0.0769,0.2842,0.2842,0.2842
4.088,99.3,-1.8809,-0.5181,-1.7945,-0.019,-2.21,480,0,0,41,0.5308,0.4163,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
4.198,99.4,-1.888,-0.547,-1.8007,-0.019,-2.21,480,0,0,43,0.5378,0.4206,DO_NOTHING,,0.2842,-0.0256,0.2842,0.2842,0.2842
4.296,99.5,-1.8947,-0.575,-1.8023,-0.019,-2.21,480,0,0,41,0.5445,0.4267,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.3
4.406,99.6,-1.9014,-0.6042,-1.799,-0.019,-2.21,480,0,0,42,0.5512,0.4336,DO_NOTHING,,0.3,0.1282,0.3,0.3,0.3
4.505,99.7,-1.9074,-0.6334,-1.7901,-0.019,-2.21,480,0,0,41,0.5572,0.4402,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.3
4.622,99.8,-1.9136,-0.6627,-1.7859,-0.019,-2.21,480,0,0,40,0.5635,0.4467,DO_NOTHING,,0.3,0.0769,0.3,0.3,0.3
4.717,99.9,-1.9195,-0.6921,-1.7812,-0.019,-2.21,480,0,0,40,0.5695,0.4529,DO_NOTHING,,0.3,0.0,0.3,0.3,0.3
4.829,100.0,-1.9255,-0.7214,-1.7757,-0.019,-2.21,480,0,0,37,0.5755,0.4593,DO_NOTHING,,0.2842,0.1282,0.3,0.3,0.3
4.927,100.1,-1.9305,-0.7501,-1.7638,-0.019,-2.21,480,0,0,30,0.5804,0.4651,DO_NOTHING,,0.2842,0.1282,0.2842,0.2842,0.2842
5.023,100.2,-1.9351,-0.7787,-1.7539,-0.019,-2.21,480,0,0,23,0.585,0.4704,DO_NOTHING,,0.3,0.0769,0.3,0.3,0.3
5.12,100.3,-1.9397,-0.8082,-1.7415,-0.019,-2.21,480,0,0,14,0.5895,0.4759,DO_NOTHING,,0.3,0.2821,0.3,0.3,0.3
5.221,100.4,-1.943,-0.8371,-1.7172,-0.019,-2.21,480,0,0,3,0.5929,0.481,DO_NOTHING,,0.2842,0.2308,0.2842,0.2842,0.2842
5.319,100.5,-1.9452,-0.866,-1.6947,-0.019,-2.21,480,0,0,0,0.595,0.4848,DO_NOTHING,,0.3,0.2308,0.3,0.3,0.3
5.42,100.6,-1.9466,-0.8951,-1.6719,-0.019,-2.21,480,0,0,0,0.5963,0.4881,DO_NOTHING,,0.2842,0.2308,0.2842,0.2842,0.2842
5.519,100.7,-1.9475,-0.9241,-1.6511,-0.019,-2.21,480,0,0,0,0.5973,0.4906,DO_NOTHING,,0.3,0.1795,0.3,0.3,0.3
5.629,100.8,-1.9481,-0.9533,-1.633,-0.019,-2.21,480,0,0,0,0.5978,0.4927,DO_NOTHING,,0.2842,0.1795,0.2842,0.2842,0.2842
5.722,100.9,-1.9483,-0.9826,-1.6176,-0.019,-2.21,480,0,0,0,0.598,0.4942,DO_NOTHING,,0.3,0.1282,0.3,0.3,0.3
5.831,101.0,-1.9483,-1.011,-1.6023,-0.019,-2.21,480,0,0,0,0.5984,0.4956,DO_NOTHING,,0.2842,0.1795,0.2684,0.2684,0.2684
5.928,101.1,-1.9474,-1.0387,-1.5837,-0.019,-2.21,480,0,0,0,0.599,0.4963,DO_NOTHING,,0.3,0.1282,0.2842,0.2842,0.2842
6.025,101.2,-1.9461,-1.0681,-1.5678,-0.019,-2.21,480,0,0,0,0.6001,0.4964,DO_NOTHING,,0.3,0.1282,0.3,0.3,0.3
6.123,101.3,-1.9453,-1.0981,-1.5618,-0.019,-2.21,480,0,0,0,0.6043,0.4963,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
6.222,101.4,-1.9459,-1.1272,-1.5725,-0.019,-2.21,480,0,0,0,0.6105,0.4977,DO_NOTHING,,0.2842,-0.1282,0.2842,0.2842,0.2842
6.322,101.5,-1.9471,-1.1566,-1.5829,-0.019,-2.21,480,0,0,0,0.6175,0.5008,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
6.423,101.6,-1.948,-1.1866,-1.5879,-0.019,-2.21,480,0,0,0,0.6273,0.5067,DO_NOTHING,,0.3,-0.0256,0.3,0.3,0.3
6.522,101.7,-1.949,-1.2166,-1.5937,-0.019,-2.21,480,0,0,0,0.6372,0.5136,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
6.623,101.8,-1.9501,-1.2466,-1.5973,-0.019,-2.21,480,0,0,0,0.6498,0.5235,DO_NOTHING,,0.3,0.0,0.3,0.3,0.3
6.73,101.9,-1.951,-1.2756,-1.5988,-0.019,-2.21,480,0,0,0,0.6616,0.5332,DO_NOTHING,,0.3,-0.0256,0.2842,0.2842,0.2842
6.832,102.0,-1.9521,-1.305,-1.6013,-0.019,-2.21,480,0,0,0,0.6763,0.5463,DO_NOTHING,,0.2842,-0.0256,0.3,0.3,0.3
6.933,102.1,-1.9532,-1.334,-1.6039,-0.019,-2.21,480,0,0,0,0.6905,0.5592,DO_NOTHING,,0.3,-0.0256,0.2842,0.2842,0.2842
7.043,102.2,-1.9544,-1.3637,-1.6065,-0.019,-2.21,480,0,0,0,0.7262,0.5941,DO_NOTHING,,0.2842,-0.0256,0.2842,0.2842,0.2842
7.152,102.3,-1.956,-1.3981,-1.6096,-0.019,-2.21,480,0,0,0,0.7915,0.6594,DO_NOTHING,,0.3,0.0,0.3,0.3,0.3
7.24,102.4,-1.9569,-1.422,-1.6096,-0.019,-2.21,480,0,0,0,0.8562,0.7241,DO_NOTHING,,0.2842,0.0,0.3,0.3,0.3
7.353,102.5,-1.9583,-1.4566,-1.6096,-0.019,-2.21,480,0,0,0,0.9184,0.7864,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.3
7.44,102.6,-1.959,-1.4805,-1.6076,-0.019,-2.21,480,0,0,0,0.9786,0.8466,DO_NOTHING,,0.3,0.0769,0.3,0.3,0.3
7.546,102.7,-1.9595,-1.5105,-1.6009,-0.019,-2.21,480,0,0,0,1.0299,0.8979,DO_NOTHING,,0.3,-0.0256,0.3,0.3,0.3
7.645,102.8,-1.9603,-1.5404,-1.6005,-0.019,-2.21,480,0,0,0,1.0927,0.9607,DO_NOTHING,,0.3,0.0256,0.3,0.3,0.3
7.754,102.9,-1.9611,-1.5704,-1.599,-0.019,-2.21,480,0,0,0,1.1531,1.0211,DO_NOTHING,,0.2842,0.0,0.2842,0.3,0.3
7.852,103.0,-1.9618,-1.5992,-1.5985,-0.019,-2.21,480,0,0,0,1.2126,1.0807,DO_NOTHING,,0.3,-0.0256,0.3,0.2842,0.2842
7.959,103.1,-1.9628,-1.6288,-1.6005,-0.019,-2.21,480,0,0,0,1.7709,1.8582,DO_NOTHING,,0.2842,-0.0256,0.2842,0.3,0.3
8.057,103.2,-1.9639,-1.6576,-1.6031,-0.019,-2.21,480,0,0,0,1.7421,1.8292,DO_NOTHING,,0.3,0.0,0.3,0.3,0.3
8.163,103.3,-1.9649,-1.6875,-1.6031,-0.019,-2.21,480,0,0,0,1.7122,1.7992,DO_NOTHING,,0.2842,-0.0256,0.2842,0.2842,0.2842
8.262,103.4,-1.9661,-1.7159,-1.6056,-0.019,-2.21,480,0,0,0,1.6837,1.7706,DO_NOTHING,,0.3,-0.0769,0.3,0.3,0.3
8.363,103.5,-1.9678,-1.7458,-1.6129,-0.019,-2.21,480,0,0,0,1.6539,1.7399,DO_NOTHING,,0.2842,-0.1282,0.2842,0.2842,0.2842
8.469,103.6,-1.9701,-1.7743,-1.6255,-0.019,-2.21,480,0,0,0,1.6256,1.7101,DO_NOTHING,,0.2842,0.0769,0.2842,0.2842,0.2842
8.563,103.7,-1.9716,-1.8027,-1.623,-0.019,-2.21,480,0,0,0,1.5972,1.682,DO_NOTHING,,0.2368,0.0,0.2368,0.2368,0.2368
8.662,103.8,-1.9728,-1.8267,-1.6227,-0.019,-2.21,480,0,0,0,1.5731,1.658,DO_NOTHING,,0.2526,0.0,0.2526,0.2526,0.2526
8.763,103.9,-1.9741,-1.8519,-1.6227,-0.019,-2.21,480,0,0,0,1.5479,1.6328,DO_NOTHING,,0.2368,0.0,0.2368,0.2368,0.2368
8.862,104.0,-1.9753,-1.8756,-1.6227,-0.019,-2.21,480,0,0,0,1.5242,1.6091,DO_NOTHING,,0.2211,0.0,0.2211,0.2211,0.2211
8.972,104.1,-1.9765,-1.8977,-1.6227,-0.019,-2.21,480,0,0,0,1.5021,1.587,DO_NOTHING,,0.1895,-0.2821,0.1895,0.1895,0.1895
9.067,104.2,-1.9781,-1.9169,-1.6391,-0.019,-2.21,480,0,0,0,1.4831,1.5661,DO_NOTHING,,0.1737,-0.2308,0.1737,0.1737,0.1737
9.162,104.3,-1.981,-1.9342,-1.6625,-0.019,-2.21,480,0,0,0,1.4658,1.5463,DO_NOTHING,,0.1737,-0.2821,0.1737,0.1737,0.1737
9.261,104.4,-1.9851,-1.9515,-1.6905,-0.019,-2.21,480,0,0,0,1.4482,1.526,DO_NOTHING,,0.1579,-0.2821,0.1579,0.1579,0.1579
9.361,104.5,-1.9895,-1.9672,-1.718,-0.019,-2.21,480,0,0,0,1.4328,1.5072,DO_NOTHING,,0.1421,-0.2308,0.1421,0.1421,0.1421
9.462,104.6,-1.9935,-1.9812,-1.7405,-0.019,-2.21,480,0,0,0,1.4187,1.4906,DO_NOTHING,,0.1263,-0.1282,0.1263,0.1263,0.1263
9.563,104.7,-1.9968,-1.9937,-1.7537,-0.019,-2.21,480,0,0,0,1.406,1.4766,DO_NOTHING,,0.1263,-0.2308,0.1263,0.1263,0.1263
9.663,104.8,-2.0007,-2.0061,-1.7746,-0.019,-2.21,480,0,0,0,1.3936,1.4618,DO_NOTHING,,0.1105,-0.1282,0.1105,0.1105,0.1105
9.761,104.9,-2.004,-2.0169,-1.7875,-0.019,-2.21,480,0,0,0,1.383,1.4495,DO_NOTHING,,0.1105,-0.1795,0.1105,0.1105,0.1105
9.869,105.0,-2.0077,-2.0277,-1.804,-0.019,-2.21,480,0,0,0,1.3723,1.4368,DO_NOTHING,,0.0947,-0.1282,0.0947,0.0947,0.0947
9.973,105.1,-2.0108,-2.0369,-1.816,-0.019,-2.21,480,0,0,0,1.3628,1.4261,DO_NOTHING,,0.0947,-0.1795,0.0947,0.0947,0.0947
10.081,105.2,-2.0142,-2.0461,-1.8318,-0.019,-2.21,480,0,0,0,1.3535,1.4151,DO_NOTHING,,0.0632,-0.4359,0.0632,0.0632,0.0632
10.184,105.3,-2.0175,-2.0528,-1.86,-0.019,-2.21,480,0,0,0,1.3472,1.405,DO_NOTHING,,0.0632,-0.3333,0.0632,0.0632,0.0632
10.284,105.4,-2.0213,-2.0588,-1.8888,-0.019,-2.21,480,0,0,0,1.3408,1.3954,DO_NOTHING,,0.0632,-0.2821,0.0632,0.0632,0.0632
10.389,105.5,-2.0248,-2.0647,-1.9136,-0.019,-2.21,480,0,0,0,1.3353,1.3865,DO_NOTHING,,0.0474,-0.3333,0.0474,0.0474,0.0474
10.502,105.6,-2.0287,-2.07,-1.9479,-0.019,-2.21,480,0,0,0,1.3306,1.3784,DO_NOTHING,,0.0474,-0.3333,0.0474,0.0474,0.0474
10.59,105.7,-2.0314,-2.0736,-1.9702,-0.019,-2.21,480,0,0,0,1.3261,1.3705,DO_NOTHING,,0.0474,-0.2821,0.0474,0.0474,0.0474
10.699,105.8,-2.0345,-2.0779,-1.9934,-0.019,-2.21,480,0,0,0,1.3219,1.3632,DO_NOTHING,,0.0474,-0.1795,0.0474,0.0474,0.0474
10.79,105.9,-2.037,-2.082,-2.008,-0.019,-2.21,480,0,0,0,1.3176,1.3572,DO_NOTHING,,0.0158,-0.0769,0.0158,0.0158,0.0158
10.898,106.0,-2.0379,-2.0833,-2.014,-0.019,-2.21,480,0,0,0,1.3163,1.3551,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
10.996,106.1,-2.0375,-2.0833,-2.001,-0.019,-2.21,480,0,0,0,1.3164,1.3568,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.103,106.2,-2.036,-2.0835,-1.9604,-0.019,-2.21,480,0,0,0,1.3163,1.3618,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.208,106.3,-2.0335,-2.0836,-1.8896,-0.019,-2.21,480,0,0,0,1.3159,1.3705,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.313,106.4,-2.0299,-2.0836,-1.7993,-0.019,-2.21,480,0,0,0,1.3164,1.3814,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.412,106.5,-2.0247,-2.0836,-1.704,-0.019,-2.21,480,0,0,0,1.316,1.3923,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.525,106.6,-2.018,-2.0836,-1.6028,-0.019,-2.21,480,0,0,0,1.3162,1.4031,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.615,106.7,-2.0099,-2.0836,-1.4983,-0.019,-2.21,480,0,0,0,1.3163,1.4134,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.717,106.8,-2.0017,-2.0836,-1.3995,-0.019,-2.21,480,0,0,0,1.3164,1.4221,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.817,106.9,-1.9947,-2.0836,-1.3061,-0.019,-2.21,480,0,0,0,1.3164,1.3719,DO_NOTHING,,0.0,1.0,0.0,0.0,0.0
11.919,107.0,-1.989,-2.0836,-1.2192,-0.019,-2.21,480,0,0,0,1.3162,1.2591,DO_NOTHING,,0.0,0.9487,0.0,0.0,0.0
12.017,107.1,-1.9848,-2.0836,-1.1418,-0.019,-2.21,480,0,0,0,1.3121,1.1802,DO_NOTHING,,0.0,0.8462,0.0,0.0,0.0
12.124,107.2,-1.982,-2.0836,-1.0757,0.018,-2.188,480,0,0,0,1.2575,1.1256,DO_NOTHING,,0.0,0.7949,0.0,0.0,0.0
12.221,107.3,-1.9801,-2.0836,-1.0157,0.018,-2.188,480,0,0,0,1.2543,1.1241,DO_NOTHING,,0.0,0.7436,0.0,0.0,0.0
12.322,107.4,-1.979,-2.0836,-0.962,0.018,-2.188,480,0,0,0,1.2555,1.1275,DO_NOTHING,,0.0,0.6923,0.0,0.0,0.0
12.422,107.5,-1.9788,-2.0833,-0.9156,0.018,-2.188,480,0,0,0,1.2532,1.1275,DO_NOTHING,,0.0,0.641,0.0,0.0,0.0
12.529,107.6,-1.9788,-2.0831,-0.8721,0.018,-2.188,480,0,0,0,1.2535,1.1303,DO_NOTHING,,0.0,0.5385,0.0,0.0,0.0
12.624,107.7,-1.9788,-2.0826,-0.8304,0.018,-2.188,480,0,0,0,1.254,1.1332,DO_NOTHING,,0.0,0.5385,0.0,0.0,0.0
12.724,107.8,-1.9788,-2.0824,-0.791,0.018,-2.188,480,0,0,0,1.2525,1.1342,DO_NOTHING,,0.0,0.4872,0.0,0.0,0.0
12.822,107.9,-1.9789,-2.0824,-0.7532,0.018,-2.188,480,0,0,0,1.2538,1.1383,DO_NOTHING,,0.0,0.4872,0.0,0.0,0.0
12.924,108.0,-1.9794,-2.0824,-0.7185,0.018,-2.188,480,0,0,0,1.254,1.1409,DO_NOTHING,,0.0,0.4359,0.0,0.0,0.0
13.021,108.1,-1.9796,-2.0824,-0.6886,0.018,-2.188,480,0,0,0,1.2524,1.1418,DO_NOTHING,,0.0,0.3846,0.0,0.0,0.0
13.129,108.2,-1.9796,-2.0824,-0.6615,0.018,-2.188,480,0,0,0,1.2538,1.1451,DO_NOTHING,,0.0,0.3846,0.0,0.0,0.0
13.23,108.3,-1.9794,-2.0824,-0.637,0.025,-2.185,480,0,0,0,1.2542,1.1475,DO_NOTHING,,0.0,0.3333,0.0,0.0,0.0
13.332,108.4,-1.9792,-2.0824,-0.6148,0.025,-2.185,480,0,0,0,1.2549,1.1503,DO_NOTHING,,0.0,0.3333,0.0,0.0,0.0
13.439,108.5,-1.9789,-2.0823,-0.5931,0.025,-2.185,480,0,0,0,1.2551,1.152,DO_NOTHING,,0.0,0.2821,0.0,0.0,0.0
13.548,108.6,-1.9787,-2.0821,-0.5725,0.025,-2.185,480,0,0,0,1.2527,1.1518,DO_NOTHING,,0.0,0.2821,0.0,0.0,0.0
13.643,108.7,-1.9787,-2.0816,-0.5512,0.025,-2.185,480,0,0,0,1.2519,1.1532,DO_NOTHING,,0.0,0.2821,0.0,0.0,0.0
13.748,108.8,-1.9787,-2.081,-0.5295,0.025,-2.185,480,0,0,0,1.2527,1.1556,DO_NOTHING,,0.0,0.2308,0.0,0.0,0.0
13.865,108.9,-1.9787,-2.0802,-0.5069,0.025,-2.185,480,0,0,0,1.251,1.1563,DO_NOTHING,,0.0,0.2308,0.0,0.0,0.0
13.949,109.0,-1.9787,-2.0797,-0.4923,0.025,-2.185,480,0,0,0,1.2525,1.1602,DO_NOTHING,,0.0,0.2308,0.0,0.0,0.0
14.062,109.1,-1.9787,-2.0788,-0.4702,0.025,-2.185,480,0,0,0,1.2494,1.1579,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.148,109.2,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.261,109.3,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.36,109.4,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.471,109.5,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.568,109.6,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.678,109.7,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.784,109.8,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.88,109.9,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
14.979,110.0,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
15.083,110.1,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
15.185,110.2,-1.9787,-2.0786,-0.4657,0.025,-2.185,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
15.281,110.3,-1.9787,-2.0786,-0.4657,-0.019,-3.01,480,0,0,0,1.2514,1.1607,DO_NOTHING,,0.0,0.0,0.0,0.0,0.0
15.379,110.4,-1.9786,-2.0787,-0.4659,-0.019,-3.01,480,0,0,0,1.2508,1.1602,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.487,110.5,-1.9774,-2.0799,-0.4808,-0.019,-3.01,480,0,0,0,1.2554,1.164,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.58,110.6,-1.9768,-2.0815,-0.5175,-0.019,-3.01,480,0,0,0,1.2524,1.1568,DO_NOTHING,,0.0158,-1.0,0.0158,0.0158,0.0158
15.685,110.7,-1.9772,-2.0829,-0.5719,-0.019,-3.01,480,0,0,0,1.2515,1.1505,DO_NOTHING,,0.0947,-1.0,0.0947,0.0947,0.0947
15.785,110.8,-1.9735,-2.0879,-0.6357,-0.019,-3.01,480,0,0,0,1.2569,1.1502,DO_NOTHING,,0.2842,-1.0,0.2197,0.2197,0.2197
15.882,110.9,-1.9607,-2.1009,-0.6983,-0.019,-3.01,480,0,0,0,1.2611,1.148,DO_NOTHING,,0.2053,-1.0,0.2053,0.2053,0.2053
15.98,111.0,-1.9443,-2.1152,-0.7725,-0.019,-3.01,480,0,0,0,1.267,1.1477,DO_NOTHING,,0.2684,-1.0,0.2684,0.2684,0.2684
16.083,111.1,-1.9262,-2.134,-0.8467,-0.019,-3.01,480,0,0,0,1.266,1.1476,DO_NOTHING,,0.2842,-0.8462,0.2842,0.2842,0.2842
16.179,111.2,-1.908,-2.1556,-0.9084,-0.019,-3.01,480,0,0,0,1.2444,1.1581,DO_NOTHING,,0.3,-1.0,0.3,0.3,0.3
16.281,111.3,-1.8904,-2.1788,-0.9752,-0.019,-3.01,480,0,0,0,1.2212,1.1664,DO_NOTHING,,0.2842,-1.0,0.2842,0.2842,0.2842
16.379,111.4,-1.876,-2.2016,-1.0434,-0.019,-3.01,480,0,0,0,1.1983,1.2386,DO_NOTHING,,0.3,-1.0,0.3,0.3,0.3
16.48,111.5,-1.8638,-2.2268,-1.1147,-0.019,-3.01,480,0,0,0,1.1731,1.2981,DO_NOTHING,,0.3,-0.7436,0.3,0.3,0.3
16.579,111.6,-1.8544,-2.2537,-1.179,-0.019,-3.01,480,0,0,0,1.1463,1.2677,DO_NOTHING,,0.3,-0.7436,0.3,0.3,0.3
