t_s,stamp,gt_x,gt_y,gt_yaw,goal_map_x,goal_map_y,n_valid,n_in_stop,n_in_slow,n_in_limit,d_min_base_m,r_min_lidar_m,monitor_action,monitor_polygon,v_nav,w_nav,v_smoothed,v_out,v_wheel
13.974,109.6,-2.3596,2.7619,2.1993,-1.469,2.94,480,0,9,119,0.407,0.3625,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
14.084,109.7,-2.3649,2.769,2.2102,-1.469,2.94,480,0,11,121,0.4032,0.3586,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.3,0.09,0.09
14.184,109.8,-2.3702,2.7759,2.2212,-1.469,2.94,480,0,12,123,0.4004,0.3548,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.2842,0.0853,0.0853
14.29,109.9,-2.3754,2.7826,2.2324,-1.469,2.94,480,0,12,124,0.3979,0.351,SLOWDOWN,PolygonSlow,0.2842,0.641,0.2842,0.0853,0.0853
14.386,110.0,-2.3806,2.7893,2.2447,-1.469,2.94,480,0,14,127,0.3956,0.3475,SLOWDOWN,PolygonSlow,0.3,0.5897,0.2842,0.0853,0.0853
14.491,110.1,-2.3862,2.796,2.2578,-1.469,2.94,480,0,14,130,0.3922,0.3439,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
14.588,110.2,-2.3919,2.8029,2.2705,-1.469,2.94,480,0,15,132,0.3897,0.3401,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
14.704,110.3,-2.3977,2.8096,2.2834,-1.469,2.94,480,0,16,136,0.3873,0.3366,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
14.795,110.4,-2.4037,2.8163,2.2964,-1.469,2.94,480,0,16,138,0.385,0.3331,SLOWDOWN,PolygonSlow,0.2842,0.5897,0.3,0.09,0.09
14.908,110.5,-2.4095,2.8226,2.3097,-1.469,2.94,480,0,18,140,0.3816,0.3295,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.2842,0.0853,0.0853
