t_s,stamp,gt_x,gt_y,gt_yaw,goal_map_x,goal_map_y,n_valid,n_in_stop,n_in_slow,n_in_limit,d_min_base_m,r_min_lidar_m,monitor_action,monitor_polygon,v_nav,w_nav,v_smoothed,v_out,v_wheel
12.926,142.3,-2.1619,2.3668,1.6409,-1.569,2.94,480,0,0,0,0.5879,0.4947,,,0.3,0.3846,0.2513,0.2513,0.2513
13.023,142.4,-2.1634,2.3865,1.643,-1.569,2.94,480,0,0,0,0.5863,0.4933,,,0.3,0.9487,0.3,0.3,0.3
13.125,142.5,-2.1682,2.4142,1.6718,-1.569,2.94,480,0,0,0,0.5816,0.4914,,,0.3,0.8462,0.3,0.3,0.3
13.223,142.6,-2.1772,2.4425,1.7406,-1.569,2.94,480,0,0,22,0.5724,0.4894,APPROACH,FootprintApproach,0.3,0.641,0.3,0.282,0.282
13.33,142.7,-2.1868,2.467,1.8037,-1.569,2.94,480,0,0,39,0.5629,0.4866,LIMIT,PolygonLimit,0.3,0.7949,0.3,0.1887,0.1887
13.427,142.8,-2.195,2.4862,1.8492,-1.569,2.94,480,0,0,47,0.5548,0.4836,LIMIT,PolygonLimit,0.3,0.5385,0.3,0.2363,0.1887
13.536,142.9,-2.2037,2.5072,1.881,-1.569,2.94,480,0,0,52,0.5461,0.4785,DO_NOTHING,,0.3,0.4359,0.3,0.3,0.3
13.629,143.0,-2.2133,2.5322,1.9016,-1.569,2.94,480,0,0,56,0.5364,0.4713,DO_NOTHING,,0.3,0.2821,0.3,0.3,0.3
13.727,143.1,-2.2238,2.5587,1.9194,-1.569,2.94,480,0,0,60,0.526,0.4629,DO_NOTHING,,0.3,0.4359,0.3,0.3,0.3
13.826,143.2,-2.2351,2.5851,1.9435,-1.569,2.94,480,0,0,62,0.5147,0.4545,DO_NOTHING,,0.3,0.5897,0.3,0.3,0.3
13.93,143.3,-2.2444,2.6045,1.9736,-1.569,2.94,480,0,0,65,0.5031,0.4475,DO_NOTHING,,0.2842,0.4872,0.2842,0.2842,0.2543
14.025,143.4,-2.2589,2.6326,2.0106,-1.569,2.94,480,0,0,68,0.4909,0.4389,DO_NOTHING,,0.3,0.5385,0.3,0.2842,0.2842
14.125,143.5,-2.2711,2.6554,2.0371,-1.569,2.94,480,0,0,69,0.4787,0.43,LIMIT,PolygonLimit,0.2842,0.4359,0.2842,0.2786,0.2786
14.225,143.6,-2.2842,2.6786,2.0615,-1.569,2.94,480,0,0,77,0.4666,0.42,DO_NOTHING,,0.3,0.4872,0.3,0.2842,0.2842
14.326,143.7,-2.2986,2.7027,2.0888,-1.569,2.94,480,0,0,88,0.4542,0.4091,DO_NOTHING,,0.2842,0.4359,0.2842,0.3,0.3
14.426,143.8,-2.3132,2.7262,2.1161,-1.569,2.94,480,0,0,96,0.4436,0.398,DO_NOTHING,,0.3,0.4359,0.3,0.2842,0.2842
14.526,143.9,-2.329,2.7502,2.1428,-1.569,2.94,480,0,0,105,0.4327,0.3856,DO_NOTHING,,0.2842,0.4359,0.2842,0.3,0.3
14.625,144.0,-2.3449,2.7733,2.1712,-1.569,2.94,480,0,0,113,0.4242,0.3734,DO_NOTHING,,0.3,0.5385,0.3,0.2842,0.2842
14.727,144.1,-2.3611,2.7955,2.2036,-1.569,2.94,480,0,1,123,0.4152,0.3618,LIMIT,PolygonLimit,0.2842,0.641,0.2842,0.2786,0.2786
14.828,144.2,-2.3751,2.8138,2.2382,-1.569,2.94,480,0,3,130,0.4093,0.3535,LIMIT,PolygonLimit,0.3,0.7949,0.3,0.2217,0.2217
14.924,144.3,-2.3873,2.8288,2.274,-1.569,2.94,480,0,4,136,0.4048,0.3478,LIMIT,PolygonLimit,0.3,0.7436,0.3,0.1887,0.1887
15.026,144.4,-2.3953,2.838,2.299,-1.569,2.94,480,0,6,139,0.4017,0.3444,SLOWDOWN,PolygonSlow,0.2842,0.6923,0.2842,0.09,0.09
15.129,144.5,-2.401,2.8442,2.3146,-1.569,2.94,480,0,9,141,0.3998,0.342,SLOWDOWN,PolygonSlow,0.3,0.641,0.3,0.09,0.0853
15.226,144.6,-2.4071,2.8506,2.3294,-1.569,2.94,480,0,14,145,0.3979,0.3394,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
15.326,144.7,-2.4134,2.857,2.3432,-1.569,2.94,480,0,16,148,0.3957,0.3361,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
15.425,144.8,-2.4197,2.8634,2.357,-1.569,2.94,480,0,18,150,0.3937,0.333,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
15.528,144.9,-2.4261,2.8697,2.3708,-1.569,2.94,480,0,22,154,0.3923,0.3305,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.2842,0.0853,0.09
15.627,145.0,-2.4322,2.8757,2.3834,-1.569,2.89,480,0,25,157,0.3905,0.3276,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.2842,0.0853,0.0853
15.733,145.1,-2.4384,2.8815,2.3958,-1.569,2.89,480,0,28,159,0.3893,0.3254,SLOWDOWN,PolygonSlow,0.3,0.6923,0.3,0.09,0.09
15.845,145.2,-2.4448,2.8876,2.4114,-1.569,2.89,480,0,30,164,0.3866,0.3224,SLOWDOWN,PolygonSlow,0.3,0.6923,0.3,0.09,0.09
15.929,145.3,-2.4514,2.8935,2.4267,-1.569,2.89,480,0,32,166,0.3861,0.321,SLOWDOWN,PolygonSlow,0.3,0.641,0.3,0.09,0.09
16.039,145.4,-2.4581,2.8993,2.4407,-1.569,2.89,480,0,37,169,0.3843,0.318,SLOWDOWN,PolygonSlow,0.2842,0.641,0.2842,0.0853,0.0853
16.126,145.5,-2.4646,2.9048,2.4545,-1.569,2.89,480,0,38,171,0.3828,0.3155,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
16.242,145.6,-2.4716,2.9105,2.467,-1.569,2.89,480,0,41,176,0.3814,0.3131,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
16.338,145.7,-2.4786,2.916,2.4794,-1.569,2.89,480,0,44,178,0.381,0.3107,SLOWDOWN,PolygonSlow,0.2842,0.5897,0.2842,0.0853,0.0853
16.446,145.8,-2.4853,2.9212,2.4915,-1.569,2.89,480,0,47,181,0.3801,0.3088,SLOWDOWN,PolygonSlow,0.2842,0.5385,0.2842,0.0853,0.0853
16.544,145.9,-2.492,2.9264,2.5025,-1.569,2.89,480,0,49,185,0.3784,0.3062,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
16.647,146.0,-2.4991,2.9317,2.5135,-1.569,2.89,480,0,51,189,0.3775,0.3042,SLOWDOWN,PolygonSlow,0.2842,0.4872,0.2842,0.0853,0.0853
16.744,146.1,-2.506,2.9366,2.5238,-1.569,2.89,480,0,54,191,0.3772,0.3021,SLOWDOWN,PolygonSlow,0.2842,0.4872,0.2842,0.0853,0.0853
16.847,146.2,-2.5129,2.9414,2.5345,-1.569,2.89,480,0,58,196,0.376,0.2999,SLOWDOWN,PolygonSlow,0.3,0.641,0.3,0.09,0.09
16.949,146.3,-2.5202,2.9463,2.5481,-1.569,2.89,480,0,59,200,0.3753,0.2973,SLOWDOWN,PolygonSlow,0.2842,0.641,0.2842,0.0853,0.0853
17.043,146.4,-2.5273,2.9508,2.5623,-1.569,2.89,480,0,62,202,0.3754,0.2966,SLOWDOWN,PolygonSlow,0.3,0.5897,0.3,0.09,0.09
17.144,146.5,-2.5349,2.9554,2.5756,-1.569,2.89,480,0,65,206,0.3734,0.2936,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
17.244,146.6,-2.5425,2.9599,2.5879,-1.569,2.89,480,0,67,209,0.3734,0.2918,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
17.344,146.7,-2.5502,2.9642,2.6001,-1.569,2.89,480,0,70,213,0.3725,0.2901,SLOWDOWN,PolygonSlow,0.3,0.4872,0.3,0.09,0.09
17.446,146.8,-2.5579,2.9685,2.6114,-1.569,2.89,480,0,74,217,0.3722,0.288,SLOWDOWN,PolygonSlow,0.2842,0.4872,0.2842,0.0853,0.0853
17.543,146.9,-2.5653,2.9724,2.6228,-1.569,2.89,480,0,76,220,0.3731,0.2881,SLOWDOWN,PolygonSlow,0.2842,0.4872,0.2842,0.0853,0.0853
17.644,147.0,-2.5727,2.9762,2.6343,-1.569,2.89,480,0,78,225,0.3719,0.2853,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
17.748,147.1,-2.5806,2.9801,2.6471,-1.569,2.84,480,0,81,230,0.3718,0.2841,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
17.847,147.2,-2.5886,2.9838,2.6598,-1.569,2.84,480,0,84,233,0.372,0.2829,SLOWDOWN,PolygonSlow,0.3,0.4872,0.3,0.09,0.09
17.954,147.3,-2.5966,2.9875,2.6719,-1.569,2.84,480,0,87,237,0.3711,0.2811,SLOWDOWN,PolygonSlow,0.3,0.5385,0.3,0.09,0.09
18.049,147.4,-2.6046,2.9909,2.6848,-1.569,2.84,480,0,89,241,0.371,0.2795,SLOWDOWN,PolygonSlow,0.3,0.4872,0.3,0.09,0.09
18.143,147.5,-2.6127,2.9943,2.6967,-1.569,2.84,480,0,92,247,0.3722,0.2795,SLOWDOWN,PolygonSlow,0.2842,0.4872,0.2842,0.0853,0.0853
18.247,147.6,-2.6204,2.9974,2.7086,-1.569,2.84,480,0,95,250,0.3708,0.277,SLOWDOWN,PolygonSlow,0.3,0.4359,0.3,0.09,0.09
18.351,147.7,-2.6286,3.0006,2.7194,-1.569,2.84,480,0,97,257,0.3715,0.2762,SLOWDOWN,PolygonSlow,0.3,0.4359,0.3,0.09,0.09
18.453,147.8,-2.6369,3.0037,2.7303,-1.569,2.84,480,0,101,260,0.3722,0.2755,SLOWDOWN,PolygonSlow,0.3,0.4359,0.3,0.09,0.09
18.544,147.9,-2.6451,3.0067,2.7411,-1.569,2.84,480,0,103,264,0.372,0.2738,SLOWDOWN,PolygonSlow,0.2842,0.3846,0.2842,0.0853,0.0853
