t,best_vx,best_wz,best_total,n_traj,n_legal,n_crit_best,zero_for,RotateToGoal_raw,RotateToGoal,Oscillation_raw,Oscillation,BaseObstacle_raw,BaseObstacle,GoalAlign_raw,GoalAlign,PathAlign_raw,PathAlign,PathDist_raw,PathDist,GoalDist_raw,GoalDist,gt_x,gt_y,gt_yaw,gt_vx,gt_wz,dist_goal
0.175,0.0,0.7949,53.0,819,819,7,0.12,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,1.0,0.8,40.0,24.0,-2.0,0.0,0.0004,-0.0,0.0194,3.2871
0.312,0.0,0.7949,53.0,819,819,7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,1.0,0.8,40.0,24.0,-2.0,0.0017,0.0439,0.0008,0.5163,3.2856
0.422,0.0,0.7436,54.4,819,819,7,0.36,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,2.0,1.6,41.0,24.6,-2.0,0.0054,0.1265,0.0046,0.7362,3.2822
0.614,0.0,0.7436,54.4,819,819,7,0.55,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,2.0,1.6,41.0,24.6,-2.0,0.0128,0.2322,0.0099,0.5957,3.2756
0.796,0.0,0.641,54.4,819,819,7,0.74,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,2.0,1.6,41.0,24.6,-2.0,0.0184,0.3144,0.0126,0.6741,3.2706
0.902,0.0,0.5897,54.4,819,819,7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,2.0,1.6,41.0,24.6,-2.0,0.0246,0.4245,0.0157,0.7727,3.265
1.111,0.0,1.0,53.6,819,819,7,1.05,0.0,0.0,0.0,0.0,0.0,0.0,42.0,25.2,2.0,1.6,2.0,1.6,42.0,25.2,-2.0,0.0289,0.5304,0.0099,0.6192,3.2612
1.351,0.0,0.9487,53.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,25.2,2.0,1.6,1.0,0.8,43.0,25.8,-1.9987,0.033,0.6454,0.0572,0.6705,3.2581
1.457,0.0,0.8462,52.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,25.2,2.0,1.6,0.0,0.0,42.0,25.2,-1.977,0.0557,0.7621,0.2908,0.6533,3.2476
1.56,0.0,0.7949,54.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,1.0,0.8,42.0,25.2,-1.9568,0.0763,0.8356,0.2803,0.7558,3.2385
1.799,0.0,0.7436,54.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.8,3.0,2.4,1.0,0.8,42.0,25.2,-1.9306,0.1076,0.9288,0.2916,0.6383,3.223
1.915,0.0789,1.0,37.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.8,1.0,0.8,2.0,1.6,31.0,18.6,-1.9022,0.1489,1.0423,0.2818,0.6425,3.2003
2.161,0.2842,1.0,35.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.8,3.0,2.4,4.0,3.2,27.0,16.2,-1.8833,0.1893,1.1482,0.2747,0.7344,3.1742
2.25,0.2842,1.0,32.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,2.0,1.6,3.0,2.4,25.0,15.0,-1.8734,0.2273,1.2509,0.2817,0.7115,3.1462
2.354,0.3,0.8974,33.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,3.0,2.4,4.0,3.2,25.0,15.0,-1.8697,0.2671,1.3664,0.2856,0.9185,3.1137
2.451,0.2842,0.9487,33.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,2.0,1.6,4.0,3.2,26.0,15.6,-1.8704,0.3086,1.4948,0.2967,0.8546,3.0777
2.781,0.3,0.9487,32.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,2.0,1.6,3.0,2.4,25.0,15.0,-1.874,0.3488,1.6103,0.2165,0.4517,3.0414
2.917,0.3,0.8974,32.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,2.0,1.6,4.0,3.2,25.0,15.0,-1.8872,0.4033,1.7146,0.3059,0.6277,2.988
3.016,0.3,1.0,30.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,1.0,0.8,3.0,2.4,25.0,15.0,-1.9,0.4446,1.787,0.3065,0.4084,2.9461
3.123,0.3,0.8462,29.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,1.0,0.8,3.0,2.4,24.0,14.4,-1.9128,0.4854,1.827,0.3046,0.2579,2.9047
3.481,0.3,0.9487,30.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.8,0.0,0.0,2.0,1.6,25.0,15.0,-1.9286,0.5357,1.8505,0.2985,-0.0164,2.8537
3.593,0.3,0.8462,28.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,1.0,0.8,25.0,15.0,-1.9427,0.5861,1.8464,0.2838,-0.0231,2.8036
3.714,0.3,0.8462,31.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.4,0.0,0.0,1.0,0.8,27.0,16.2,-1.9581,0.6482,1.8234,0.2974,-0.0785,2.743
3.813,0.3,0.641,32.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,1.0,0.8,26.0,15.6,-1.9636,0.6715,1.8177,0.2988,-0.0706,2.7205
3.908,0.3,0.5385,30.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.4,0.0,0.0,1.0,0.8,25.0,15.0,-1.97,0.7006,1.8069,0.2987,-0.0775,2.6926
4.27,0.3,0.641,31.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,1.0,0.8,0.0,0.0,25.0,15.0,-1.982,0.7532,1.8006,0.2998,-0.011,2.6422
4.392,0.2842,-0.0769,31.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,0.0,0.0,26.0,15.6,-1.9923,0.7989,1.7969,0.2838,-0.0238,2.5985
4.498,0.2842,-0.0256,30.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,25.0,15.0,-2.0016,0.8451,1.782,0.2981,-0.1201,2.555
4.614,0.3,-0.1282,27.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,0.0,0.0,25.0,15.0,-2.0092,0.8863,1.7694,0.2989,-0.0726,2.5169
4.713,0.2842,-0.1282,30.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,25.0,15.0,-2.0165,0.9271,1.7595,0.2837,-0.0724,2.4794
4.815,0.3,-0.0769,27.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,0.0,0.0,24.0,14.4,-2.0211,0.9554,1.7512,0.2978,-0.1187,2.4536
4.986,0.3,-0.1282,29.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,1.0,0.8,0.0,0.0,23.0,13.8,-2.0284,1.0071,1.7297,0.2897,-0.1077,2.4075
5.459,0.3,-0.0256,29.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.4,0.0,0.0,0.0,0.0,25.0,15.0,-2.0431,1.1063,1.724,0.3003,0.0249,2.3191
5.58,0.3,-0.0769,30.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,1.0,0.8,0.0,0.0,24.0,14.4,-2.0511,1.1583,1.7212,0.2988,-0.1244,2.2731
5.707,0.2842,-0.0769,27.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,0.0,0.0,25.0,15.0,-2.058,1.2177,1.7025,0.2992,-0.0755,2.2223
5.856,0.3,-0.1282,28.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.4,0.0,0.0,0.0,0.0,24.0,14.4,-2.0623,1.2583,1.6922,0.2834,-0.076,2.188
5.955,0.2842,-0.1282,27.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,0.0,0.0,25.0,15.0,-2.0657,1.2936,1.6832,0.2993,-0.0764,2.1587
6.059,0.3,-0.0769,27.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,0.0,0.0,0.0,0.0,25.0,15.0,-2.068,1.3163,1.6807,0.284,-0.0255,2.1398
6.176,0.2842,-0.0256,31.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,0.0,0.0,26.0,15.6,-2.0712,1.3516,1.6736,0.2993,-0.0768,2.1109
6.318,0.3,0.0256,31.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.2,0.0,0.0,0.0,0.0,26.0,15.6,-2.0745,1.392,1.665,0.3,0.0,2.0783
6.922,0.2842,0.0256,31.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,1.0,0.8,0.0,0.0,26.0,15.6,-2.0855,1.5145,1.6603,0.3,0.0,1.9806
7.045,0.2842,-0.0256,31.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,0.0,0.0,26.0,15.6,-2.0902,1.567,1.6603,0.2842,0.0,1.9395
7.146,0.2842,-0.0769,33.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.2,0.0,0.0,0.0,0.0,28.0,16.8,-2.0929,1.6146,1.6442,0.2992,-0.1303,1.904
7.282,0.3,0.0,31.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,0.0,0.0,27.0,16.2,-2.0954,1.661,1.6361,0.2995,-0.0786,1.8698
7.397,0.2842,0.0,34.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,29.0,17.4,-2.097,1.7014,1.6258,0.2912,-0.0585,1.8411
7.491,0.3,-0.0256,34.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,29.0,17.4,-2.0981,1.7254,1.6237,0.2999,-0.0264,1.8241
7.596,0.2842,-0.0256,34.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,29.0,17.4,-2.0994,1.7539,1.6211,0.2841,-0.0265,1.8041
7.683,0.3,0.0,34.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,28.0,16.8,-2.1,1.7777,1.6159,0.2997,-0.0796,1.7879
7.803,0.2842,0.0,36.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.6,0.0,0.0,0.0,0.0,30.0,18.0,-2.1001,1.8137,1.6009,0.2997,-0.1134,1.7645
7.935,0.3,-0.0769,36.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.6,0.0,0.0,0.0,0.0,30.0,18.0,-2.1002,1.8556,1.5896,0.2999,-0.0809,1.7377
8.559,0.3,-0.1282,37.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.6,1.0,0.8,0.0,0.0,30.0,18.0,-2.097,1.9905,1.5531,0.3001,-0.0811,1.6587
8.673,0.3,-0.1282,36.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,18.6,0.0,0.0,0.0,0.0,29.0,17.4,-2.0955,2.0297,1.5451,0.3001,-0.0269,1.6376
8.78,0.3,-0.0769,36.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,30.0,18.0,-2.094,2.0717,1.5413,0.3001,-0.0268,1.6156
8.875,0.3,-0.0769,34.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,29.0,17.4,-2.0925,2.1121,1.5378,0.3001,-0.0268,1.5953
8.985,0.2842,-0.0769,36.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,30.0,18.0,-2.0909,2.1586,1.5382,0.2841,0.0267,1.5727
9.077,0.3,-0.0769,34.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.4,0.0,0.0,0.0,0.0,29.0,17.4,-2.0909,2.187,1.5496,0.2839,0.1346,1.5586
9.183,0.2842,-0.0769,36.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,30.0,18.0,-2.0916,2.2141,1.5629,0.2683,0.1357,1.5449
9.276,0.3,-0.0769,35.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,29.0,17.4,-2.0934,2.2422,1.5906,0.2845,0.3514,1.5301
9.379,0.2684,-0.0769,35.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,29.0,17.4,-2.0965,2.2692,1.6251,0.2696,0.3439,1.5151
9.51,0.3,-0.0256,32.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,29.0,17.4,-2.0992,2.2889,1.6425,0.1584,0.0784,1.5039
10.138,0.3,-0.0256,33.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.8,0.0,0.0,0.0,0.0,28.0,16.8,-2.101,2.3068,1.6483,0.1463,0.0253,1.4945
10.247,0.2684,0.3333,30.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.4,1.0,0.8,1.0,0.8,24.0,14.4,-2.1342,2.4448,1.8178,0.3045,0.2593,1.4094
10.37,0.1579,0.0769,31.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,27.0,16.2,-2.151,2.4908,1.8744,0.3076,0.3881,1.3778
10.475,0.1421,0.0256,31.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,27.0,16.2,-2.1686,2.5311,1.9353,0.2858,0.2449,1.3481
10.574,0.3,0.4359,31.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.8,1.0,0.8,1.0,0.8,26.0,15.6,-2.1852,2.5667,1.9771,0.2752,0.3163,1.3216
10.682,0.2842,0.4359,32.2,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,1.0,0.8,1.0,0.8,26.0,15.6,-2.195,2.5868,1.9956,0.2788,0.2201,1.3065
10.799,0.3,0.3333,31.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.6,0.0,0.0,0.0,0.0,27.0,16.2,-2.2099,2.6152,2.0292,0.2612,0.2691,1.2845
10.902,0.3,0.641,31.6,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,3.0,2.4,2.0,1.6,24.0,14.4,-2.2228,2.6384,2.0556,0.2663,0.2683,1.2661
11.028,0.3,0.2821,32.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,1.0,0.8,27.0,16.2,-2.24,2.6674,2.0885,0.2794,0.2629,1.2425
11.157,0.3,0.5897,30.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.6,2.0,1.6,3.0,2.4,23.0,13.8,-2.2601,2.6996,2.125,0.2673,0.3038,1.216
11.269,0.3,0.4359,30.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,1.0,0.8,2.0,1.6,24.0,14.4,-2.2754,2.7223,2.1554,0.2761,0.3078,1.1965
11.917,0.3,0.5897,29.0,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,2.0,1.6,2.0,1.6,23.0,13.8,-2.3528,2.8201,2.3141,0.2545,0.3763,1.1049
12.019,0.2842,0.3846,26.4,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.2,0.0,0.0,0.0,0.0,22.0,13.2,-2.3775,2.8454,2.3678,0.2473,0.3676,1.0776
12.125,0.3,0.5385,24.8,819,819,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,1.0,0.8,20.0,12.0,-2.3875,2.855,2.3875,0.0901,0.1176,1.0667
12.215,0.3,0.5385,22.8,819,816,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.4,0.0,0.0,0.0,0.0,19.0,11.4,-2.3965,2.8634,2.403,0.085,0.1101,1.0571
12.304,0.2842,0.5385,22.8,819,814,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.4,0.0,0.0,0.0,0.0,19.0,11.4,-2.4039,2.8703,2.4161,0.0841,0.1086,1.0491
12.437,0.3,0.4872,22.4,819,814,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.8,1.0,0.8,0.0,0.0,18.0,10.8,-2.4118,2.8773,2.431,0.089,0.1296,1.0408
12.54,0.2842,0.5385,21.0,819,817,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.2,0.0,0.0,0.0,0.0,18.0,10.8,-2.4209,2.885,2.449,0.0848,0.1272,1.0312
12.635,0.3,0.5897,21.0,819,811,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.8,0.0,0.0,0.0,0.0,17.0,10.2,-2.4291,2.8918,2.4629,0.0899,0.1144,1.0225
12.759,0.3,0.5897,19.8,819,784,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.6,0.0,0.0,0.0,0.0,17.0,10.2,-2.4362,2.8974,2.4743,0.0898,0.113,1.0152
12.845,0.3,0.5385,19.2,819,778,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.6,0.0,0.0,0.0,0.0,16.0,9.6,-2.4446,2.9041,2.487,0.0895,0.1008,1.0064
13.448,0.3,0.4872,18.6,819,772,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,16.0,9.6,-2.4716,2.924,2.5257,0.0797,0.0943,0.9788
13.574,0.2842,0.5897,18.0,819,756,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.4,0.0,0.0,0.0,0.0,16.0,9.6,-2.4815,2.9309,2.5415,0.089,0.1081,0.9686
13.721,0.3,0.5385,15.6,819,753,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.8,0.0,0.0,0.0,0.0,13.0,7.8,-2.4965,2.9405,2.5637,0.0885,0.1204,0.9535
