t,v_wheel,w_wheel,v_nav,w_nav,v_smoothed,w_smoothed,v_cmdvel,w_cmdvel,v_gated,w_gated
122.12,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.136,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.186,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.224,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.232,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.292,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.316,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.334,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.392,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.424,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.43,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.49,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.5,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.512,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.568,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
122.612,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
122.628,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
122.666,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
122.7,0.0,0.48,0.0,1.0,0.0,0.48,0.0,0.48,,
122.7,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
122.754,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
122.798,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
122.814,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
122.854,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
122.898,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
122.9,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
122.954,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
122.98,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
122.994,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.052,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.084,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.09,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.132,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.176,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.196,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.232,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.274,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.292,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.334,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.37,0.0,1.0,0.0,0.64,0.0,0.64,0.0,0.64,,
123.37,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.436,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.468,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.476,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.516,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.566,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.572,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.634,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.668,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
123.672,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
123.712,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
