t,v_wheel,w_wheel,v_nav,w_nav,v_smoothed,w_smoothed,v_cmdvel,w_cmdvel,v_gated,w_gated
119.2,0.0,0.48,0.0,1.0,0.0,0.48,0.0,0.48,,
119.2,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
119.254,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
119.292,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
119.296,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.64,,
119.344,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.392,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.4,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.448,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.484,0.0,1.0,0.0,0.8,0.0,0.8,0.0,0.8,,
119.484,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.54,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.58,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.586,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.628,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.672,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.688,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.734,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.768,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.772,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.83,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.834,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.858,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.876,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.91,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
119.94,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
119.956,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.012,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.044,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
120.052,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.11,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.138,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
120.144,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.192,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.222,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.8,,
120.23,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.29,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.8,,
120.322,0.0,1.0,0.0,1.0,0.0,0.64,0.0,0.8,,
120.326,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,,
120.374,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.4,0.0,0.31999999999999995,0.0,0.31999999999999995,0.0,0.31999999999999995,0.0,0.31999999999999995,,
120.416,0.0,1.0,0.0,1.0,0.0,0.31999999999999995,0.0,0.31999999999999995,,
120.464,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.512,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.53,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.568,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.6,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.614,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.672,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.704,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.708,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.758,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.796,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.81,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.85,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.892,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.908,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.956,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
120.988,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
120.994,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.054,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.08,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
121.086,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.13,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.18,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
121.186,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.234,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.278,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
121.296,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.324,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.378,0.0,1.0,0.0,1.0,0.0,0.48,0.0,0.48,,
121.394,0.0,0.48,0.0,0.48,0.0,0.48,0.0,0.48,,
121.434,0.0,0.31999999999999995,0.0,0.31999999999999995,0.0,0.31999999999999995,0.0,0.31999999999999995,,
121.478,0.0,1.0,0.0,1.0,0.0,0.15999999999999995,0.0,0.31999999999999995,,
121.494,0.0,0.15999999999999995,0.0,0.15999999999999995,0.0,0.15999999999999995,0.0,0.15999999999999995,,
121.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
121.574,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
121.63,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.16,,
121.668,0.0,0.16,0.0,0.16,0.0,0.16,0.0,0.16,,
121.672,0.0,1.0,0.0,1.0,0.0,0.16,0.0,0.16,,
121.722,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.76,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
121.776,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.808,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.85,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
121.858,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.91,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.938,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
121.956,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
121.988,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.036,0.0,1.0,0.0,1.0,0.0,0.32,0.0,0.32,,
122.048,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
122.088,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.32,,
